diff2_acf10,max_kl_shift,time_level_shift,time_var_shift,diff1x_pacf5,diff2x_pacf5,fluctanal_prop_r1,localsimple_taures,avg_rR45CO244CO2,biotic
0.744535485254035,4070.36101499471,1296,1291,2.42182864824122,1.67594998293416,0.408163265306122,10,1.17695598666667,biotic
0.769606795947134,4226.6869222398,1296,1291,2.44548408438991,1.69743511776798,0.408163265306122,10,1.178937144,biotic
0.746585113511312,4058.53022431603,1296,1291,2.42396249380006,1.67871902679161,0.408163265306122,10,1.17691026244444,biotic
0.716598614461487,3852.68849499745,1296,1291,2.38056967556192,1.64399441579992,0.489795918367347,10,1.17990736622222,biotic
0.777346938562798,4153.39581944598,1296,1291,2.45439011380666,1.7069823769719,0.408163265306122,10,1.17962835066667,biotic
0.775283317511256,4088.99097779683,1296,1291,2.45522640489183,1.70857140212207,0.408163265306122,10,1.17888736666667,biotic
0.746917037928899,4071.80706837292,1296,1291,2.42754472393782,1.68344552832007,0.408163265306122,10,1.176757149,biotic
0.874392768336985,4151.57883856663,1296,1291,2.53323968696678,1.78311641299025,0.408163265306122,10,1.180776941,biotic
0.760323933912733,3929.55155331572,1296,1291,2.4368801026969,1.68850656199735,0.408163265306122,10,1.17884756877778,biotic
0.765884567359982,3952.13313166705,1296,1291,2.44082772844925,1.69219607031482,0.408163265306122,10,1.17919271633333,biotic
0.763975116905671,4080.59154972211,1296,1291,2.44061285776912,1.69252161724085,0.408163265306122,10,1.179674327,biotic
0.759524884473283,4026.26176836039,1296,1291,2.43637637033997,1.68806164745278,0.408163265306122,10,1.17860544077778,biotic
0.760364477919707,4101.26949926426,1296,1291,2.43453796703362,1.68593824963706,0.408163265306122,10,1.17935007566667,biotic
0.750358918111264,3767.12900175562,1296,1291,2.42671294921636,1.67894263320491,0.408163265306122,10,1.17668053955556,biotic
0.749193444312642,3848.7635711391,1296,1291,2.42835311303947,1.6823000474621,0.408163265306122,10,1.17669532466667,biotic
0.834138925162574,4110.34153982798,1296,1291,2.50109803784528,1.74918296844582,0.408163265306122,10,1.18037506188889,biotic
0.767738317887146,3911.71042245266,1296,1291,2.44499232799605,1.69699290940192,0.408163265306122,10,1.17951117788889,biotic
0.759040502261403,4009.84442189106,1297,1291,2.43794775017101,1.69008396893161,0.408163265306122,10,1.17877439555556,biotic
0.736262435150832,3925.15588991981,1297,1292,2.41322434278311,1.66860280279794,0.408163265306122,10,1.17682259888889,biotic
0.767230370419926,4121.0467511911,1297,1292,2.44257527030964,1.69410378732807,0.408163265306122,10,1.17885379933333,biotic
0.756832909528111,3896.87622949267,1297,1292,2.4340113432856,1.68676841829926,0.408163265306122,10,1.17686168944444,biotic
0.766791442635221,4002.05307475616,1298,1293,2.44076063028217,1.68945063956502,0.346938775510204,11,1.17996304933333,abiotic
0.736475022848474,3830.36615869044,1298,1293,2.41041754401353,1.66276480542397,0.346938775510204,11,1.17696597933333,abiotic
0.764992641336,4083.34210071219,1298,1293,2.43775125884806,1.68616934393474,0.346938775510204,11,1.17993212988889,abiotic
0.755182568683417,4041.1765142028,1298,1293,2.42421584535789,1.67355908356321,0.346938775510204,10,1.178482754,abiotic
0.722132743389443,3579.26315354444,1300,1295,2.38326298209396,1.63076498177855,0.346938775510204,11,1.177058279,abiotic
0.720270559114171,3609.9487226893,1300,1295,2.37947723728164,1.62700876696784,0.346938775510204,11,1.17709573977778,abiotic
0.747427656389615,3785.53409354148,1300,1295,2.40665164066267,1.65033352455313,0.346938775510204,11,1.17961898577778,abiotic
0.752743937263989,3996.38362101216,1300,1295,2.40934650009318,1.65247109867409,0.346938775510204,11,1.180297011,abiotic
0.746517717601492,3761.06043494702,1300,1295,2.40430629645641,1.64784770867464,0.346938775510204,11,1.18017812333333,abiotic
0.7120916178845,3680.27688914919,1300,1295,2.36879128320208,1.61750500384959,0.346938775510204,11,1.17717064755556,abiotic
0.712391281073484,3724.78097746894,1300,1295,2.36585727194934,1.61588002025248,0.387755102040816,11,1.17954077188889,abiotic
0.740232187089078,3760.13450551926,1300,1295,2.39826909958855,1.64260342554676,0.346938775510204,11,1.17901672188889,abiotic
1.24918314133854,17015.778183781,626,622,2.72046831469886,2.0121838077164,0.408163265306122,7,1.17963897611111,abiotic
0.745544224331189,9817.82081612713,1297,1292,2.40948792606788,1.6582173667744,0.346938775510204,10,1.18031365188889,abiotic
1.26340718021733,18164.1207244875,626,623,2.73480679247411,2.02888517440086,0.408163265306122,7,1.17931653022222,abiotic
1.21811738989762,14778.0764134682,626,622,2.6595446898329,1.95003890478259,0.408163265306122,7,1.17936389255556,abiotic
1.22896046565003,18201.5467476695,626,622,2.66656930964148,1.95919127998015,0.408163265306122,7,1.17966622066667,abiotic
0.764599010196622,8722.16717831105,1296,1291,2.43865472093427,1.69140084045693,0.408163265306122,10,1.18121104733333,abiotic
0.72931312905002,9956.61180032089,1296,1291,2.40227833084576,1.66067781618591,0.408163265306122,10,1.17857367311111,abiotic
0.759354544405685,8459.33112845327,1296,1291,2.43528841125774,1.68870037868871,0.408163265306122,10,1.18100136622222,abiotic
0.7623415181913,8122.47788878541,1297,1291,2.43696475885644,1.68927672054151,0.408163265306122,10,1.18111039122222,abiotic
0.763236913441147,8710.091559553,1297,1291,2.43873817150505,1.69126426664229,0.408163265306122,10,1.18192361044444,abiotic
0.744691318976403,7776.87318715261,1297,1292,2.41798420805838,1.67249713763096,0.408163265306122,10,1.18226545733333,abiotic
0.760559376134446,8458.47324641743,1297,1292,2.43478600589333,1.68712969932788,0.408163265306122,10,1.18112810966667,abiotic
0.764824850324813,10114.1875260476,1297,1292,2.4387432870583,1.69021613853789,0.408163265306122,10,1.18152909077778,abiotic
0.72840165735896,8108.99973630587,1297,1292,2.39995717054661,1.65649235308444,0.408163265306122,10,1.17908610566667,abiotic
0.729937270982763,7861.37909000558,1297,1292,2.40222977917195,1.6586407795541,0.408163265306122,10,1.17997012911111,abiotic
0.726765826532283,8440.24370322005,1297,1292,2.39904687000966,1.65599312388919,0.408163265306122,10,1.178491189,abiotic
1.25402050009047,17638.0538494083,626,622,2.74207467926907,2.03795300617128,0.408163265306122,7,1.17971238122222,abiotic
0.759845448482396,7936.75709133959,1297,1292,2.43470478181911,1.68742404127374,0.408163265306122,10,1.18153236788889,abiotic
0.757289051315619,8279.57062762697,1297,1292,2.43179529504118,1.68385247136247,0.408163265306122,10,1.18052460188889,abiotic
1.23899941830542,13930.31401891,626,622,2.68611968040676,1.97854548868225,0.408163265306122,7,1.179356536,abiotic
1.21891597982702,15090.7368308334,626,622,2.66261405715174,1.95344005622383,0.408163265306122,7,1.17935355411111,abiotic
0.722048421331529,8426.01147350501,1297,1292,2.3924983142912,1.65035193091063,0.408163265306122,10,1.17953166711111,abiotic
1.02074665358837,7650.07527544637,1303,1298,2.62763379070381,1.88081936361992,0.387755102040816,11,1.17861261755556,abiotic
1.01697780372834,7906.8555740628,1303,1298,2.62780228860895,1.88079851888063,0.387755102040816,11,1.17854410622222,abiotic
1.10466266054521,21675.2188177393,1303,1298,2.6248119691191,1.89665552471805,0.346938775510204,9,1.17979011844444,abiotic
1.03147082455027,7830.48270672799,1303,1298,2.63701106380946,1.89164398357093,0.387755102040816,11,1.17938099477778,abiotic
1.0399535206615,8442.22453044505,1303,1298,2.64127446982134,1.89678350528708,0.387755102040816,11,1.179479072,abiotic
1.10593682144706,22400.1416713987,1302,1297,2.6205687185069,1.89396642478425,0.346938775510204,9,1.17887428577778,abiotic
1.11878903526148,17569.052101575,1303,1297,2.63475745145035,1.90875744648027,0.346938775510204,9,1.17930167922222,abiotic
1.08078237848525,21398.2375555153,1302,1297,2.60827967171091,1.88049629511217,0.346938775510204,9,1.179824929,abiotic
1.0353214254276,8190.44280635124,1302,1297,2.64444709138008,1.90086217700864,0.387755102040816,11,1.17889752122222,abiotic
1.055152506405,8471.09343859137,1302,1297,2.65856943186551,1.91684083779535,0.387755102040816,11,1.17888282766667,abiotic
1.14077676741793,19393.6464134021,1302,1297,2.6433281270748,1.91982714569672,0.346938775510204,9,1.17905532722222,abiotic
1.07457069410918,8564.22842711696,1302,1297,2.67263995631841,1.93225108110326,0.387755102040816,11,1.17865616488889,abiotic
1.10959392339924,19402.0592356176,1302,1297,2.62819264132475,1.90309935157183,0.346938775510204,9,1.17887155666667,abiotic
0.791299124986723,6594.54776884889,1308,1303,2.47466446379094,1.71979392172587,0.428571428571429,11,1.18081013455556,abiotic
0.887892160012046,7336.72047461087,1308,1303,2.54450603583076,1.78854287742313,0.428571428571429,11,1.17937091955556,biotic
0.854872578957084,7431.46699388416,1308,1303,2.51885345646025,1.76278016038403,0.428571428571429,11,1.17871546877778,biotic
0.968807798575017,7516.61354545064,1308,1303,2.5943519196569,1.84093345381386,0.428571428571429,11,1.17951025944444,abiotic
0.891852718679447,7092.01242856745,1308,1303,2.5437333971779,1.78721989545863,0.428571428571429,11,1.17826794311111,biotic
0.841270730911506,7190.27393119655,1300,1295,2.51108457192583,1.75412912438878,0.408163265306122,11,1.178478761,biotic
0.797626767990278,6796.71480843029,1308,1303,2.48156131844069,1.72649462782492,0.428571428571429,11,1.18094096522222,abiotic
0.769607333235696,7045.5757696739,1308,1303,2.45461356772833,1.70200499818467,0.428571428571429,11,1.18101492966667,abiotic
0.82164698004772,7446.8454639514,1309,1303,2.49612484928836,1.7400302451423,0.428571428571429,11,1.179643959,abiotic
0.782799342842269,7268.97557148141,1309,1303,2.46613513080012,1.7123626865121,0.428571428571429,11,1.17916892077778,biotic
0.984493702223007,7317.42207371445,1308,1303,2.60138521738449,1.84762054920795,0.428571428571429,11,1.17937691133333,abiotic
0.923589987661532,6938.05337865028,1309,1303,2.56000694359417,1.80147060773973,0.428571428571429,11,1.17921398077778,biotic
0.864398029132587,6747.602774756,1309,1304,2.5220342259,1.7646503855393,0.428571428571429,11,1.17935930588889,biotic
0.716254352640347,7503.80796506555,1309,1303,2.39472643702148,1.65025247437378,0.428571428571429,11,1.17899385455556,biotic
0.778507220579454,6607.99057375747,1309,1304,2.4610384582895,1.7067394896304,0.428571428571429,11,1.18086873344444,biotic
1.05522049601977,7971.69110042829,1309,1304,2.64377831187255,1.89440327186241,0.428571428571429,11,1.17964533511111,biotic
0.823692290694721,6971.86358890009,1309,1304,2.49842156230678,1.74154796820791,0.428571428571429,11,1.18032412822222,abiotic
0.797647544249237,6450.18492036762,1309,1304,2.47880715357855,1.72171575633206,0.428571428571429,11,1.18056287088889,biotic
0.78738054752576,5784.0660031143,1309,1304,2.47137490321857,1.71408912310968,0.428571428571429,11,1.17976300977778,biotic
0.719355555546586,6597.69569318264,1309,1304,2.39892965196774,1.65238140249906,0.428571428571429,11,1.17899365022222,biotic
0.767914567602276,6129.08482536603,1309,1304,2.45062504302956,1.69650225489581,0.428571428571429,11,1.18035901933333,biotic
0.769198938862353,6550.25732316097,1309,1304,2.45267378715218,1.69782277180896,0.428571428571429,11,1.17895596966667,abiotic
1.00860466645214,7382.60197353997,1309,1304,2.61327488481734,1.86003604580764,0.428571428571429,11,1.17907479344444,abiotic
0.843761520135497,7222.64304589574,1309,1304,2.51104614055532,1.75296199302536,0.428571428571429,11,1.18050263144444,abiotic
0.927336380027113,7601.35527621593,1309,1304,2.56113028568337,1.80370176667715,0.428571428571429,11,1.17893930455556,abiotic
0.776502972454692,6915.55094292819,1309,1304,2.45553145783456,1.69968763369106,0.428571428571429,11,1.17941363433333,biotic
0.801571602003859,7326.34241473506,1309,1304,2.47482358834053,1.71749189474143,0.428571428571429,11,1.18067454588889,abiotic
1.03329218965424,7373.24856809538,1309,1304,2.62880971884807,1.87610066187481,0.428571428571429,11,1.17949235566667,abiotic
0.865451484223008,6114.88566984122,1309,1304,2.52142912401884,1.7614431065588,0.428571428571429,11,1.18035218122222,abiotic
0.699085755972007,7179.40844092402,1309,1304,2.35815517699147,1.6188443154968,0.489795918367347,11,1.17862188333333,abiotic
0.774071776140028,6664.01560072632,1309,1304,2.45123323166886,1.69412546177861,0.428571428571429,11,1.18066819922222,biotic
0.835395936648383,6849.83994194747,1309,1304,2.49666701747982,1.73688940278087,0.428571428571429,11,1.18054389433333,abiotic
0.980937972418075,7426.58300401025,1309,1304,2.58890840661752,1.83227790255857,0.428571428571429,11,1.17975019188889,abiotic
0.755748183261473,6275.26105548298,1309,1304,2.43283905645044,1.67818435902771,0.428571428571429,11,1.180432054,biotic
0.866280761532396,6204.68961771045,1309,1304,2.51564242594152,1.75573106006401,0.428571428571429,11,1.18025185288889,abiotic
0.777900749042059,6087.61385973827,1309,1304,2.45259965996384,1.6954542248785,0.428571428571429,11,1.18093730155556,abiotic
0.800208895638783,6598.8662718695,1309,1304,2.47311019220607,1.71382306302689,0.428571428571429,11,1.18104906744444,abiotic
0.787298325564464,6077.40654348707,1309,1304,2.46220307387489,1.70451269019161,0.428571428571429,11,1.18007321133333,abiotic
0.959751002926312,7136.22279028108,1308,1303,2.57482526609817,1.81779790736315,0.428571428571429,11,1.17983425777778,abiotic
1.02922249740031,7393.14398832815,1308,1303,2.61993751007241,1.86626739362772,0.428571428571429,11,1.17950990733333,abiotic
0.858170224587283,6831.21712232493,1308,1303,2.51337829672078,1.75342748098745,0.428571428571429,11,1.17880261522222,biotic
0.841359087567305,7404.258530947,1308,1303,2.50093518665481,1.74182856741546,0.428571428571429,11,1.17907544488889,biotic
0.792286746858372,6539.7028299102,1308,1303,2.46700729899591,1.70936685109985,0.428571428571429,11,1.18016189577778,abiotic
0.858136245759307,7079.53454095857,1308,1303,2.51428214115057,1.75468619511717,0.428571428571429,11,1.18039165144444,abiotic
1.0389967247422,7570.12113663372,1308,1303,2.62902391592668,1.87624197027165,0.428571428571429,11,1.17957687111111,abiotic
0.768346638412166,6572.66062020277,1308,1303,2.44713415767272,1.69182723518405,0.428571428571429,11,1.17971639644444,biotic
0.765910759705473,7666.1742632247,1308,1303,2.44448694124893,1.68988214311205,0.428571428571429,11,1.18074403566667,biotic
0.768712115922022,4206.86174864629,1296,1291,2.4435914515063,1.69541643475158,0.408163265306122,10,1.17887469811111,biotic
0.723340985434706,3851.61624343326,1296,1291,2.39229569110267,1.65183363026862,0.469387755102041,10,1.18001923222222,biotic
0.741942241402292,3857.10798614524,1296,1291,2.41967155175485,1.67335367326274,0.408163265306122,10,1.17738802522222,biotic
0.769112458447625,3948.8633735288,1297,1292,2.44763426361826,1.69948755551959,0.408163265306122,10,1.17912426766667,biotic
0.814483300977284,3949.77814185227,1297,1292,2.48594774297614,1.73414941739265,0.346938775510204,10,1.18044714444444,biotic
0.736943909558568,3946.71905151431,1298,1293,2.41234827307143,1.66328016387686,0.346938775510204,11,1.17671107911111,abiotic
0.749112802038365,4015.3201232451,1300,1294,2.41034352681423,1.65590996086386,0.346938775510204,11,1.17843632311111,abiotic
0.711721632240409,3797.36695348053,1300,1295,2.36787013763618,1.61701480060417,0.346938775510204,11,1.177286014,abiotic
0.717726622816754,3579.60208274822,1300,1295,2.37611860789555,1.62330512562727,0.346938775510204,11,1.17690607211111,abiotic
0.729203577254698,8368.63076332485,1296,1291,2.40228264678802,1.66010886342643,0.408163265306122,10,1.17885846977778,abiotic
0.744564156457857,7916.58911924785,1297,1292,2.41930117070697,1.67388386063082,0.408163265306122,10,1.18114938433333,abiotic
0.726018340237796,8104.68237147037,1297,1292,2.39764385868972,1.65496448192418,0.408163265306122,10,1.17916153688889,abiotic
1.23729699042147,14152.3277455304,626,622,2.68302530961342,1.97553412229289,0.408163265306122,7,1.17934500588889,abiotic
1.1030413596553,21129.9365142772,1303,1298,2.62103795735352,1.89243732726485,0.346938775510204,9,1.18003179366667,abiotic
1.0138086885049,8140.45580328957,1303,1298,2.62472154418707,1.87785845803583,0.387755102040816,11,1.17939022266667,abiotic
1.01729646933668,8088.24140141109,1303,1298,2.62822495547672,1.88288140432177,0.387755102040816,11,1.17863767288889,abiotic
0.733396410840441,6184.56528644455,1308,1303,2.42099959935444,1.67267414178857,0.428571428571429,11,1.17822884411111,biotic
0.817886069521341,7011.2265075616,1308,1303,2.49486129955006,1.73870270015061,0.428571428571429,11,1.17998289666667,abiotic
0.810935482838951,6987.86851252066,1308,1303,2.48882694461658,1.73341931161297,0.428571428571429,11,1.17967297022222,biotic
0.797041874953535,7179.90065241846,1309,1303,2.47669720181374,1.72251955696376,0.428571428571429,11,1.18115706977778,abiotic
0.972429912074966,7513.52496742536,1308,1303,2.59264122820053,1.8385194224492,0.428571428571429,11,1.179370437,abiotic
0.876961791786704,7422.00907395845,1308,1303,2.5367208238353,1.77969218249807,0.428571428571429,11,1.18008290933333,abiotic
0.843359025393653,7362.23346754564,1309,1304,2.50696948624397,1.74933956776699,0.428571428571429,11,1.18084218388889,abiotic
0.759118654996218,6615.76670211821,1309,1304,2.43941234123308,1.68462352928014,0.428571428571429,11,1.18023898088889,biotic
0.783646225997681,6731.40773237212,1309,1304,2.46064941139392,1.70217775039987,0.428571428571429,11,1.18052301011111,biotic
