Analysis,diff2_acf1,time_kl_shift,fluctanal_prop_r1,avg_rR45CO244CO2,avg_R45CO244CO2,sd_d18O13C,biotic,pred
2961,0.734317482936473,133,0.408163265306122,1.17887469811111,0.0118481013333333,0.00317916628608444,biotic,biotic
2962,0.709178032312145,133,0.469387755102041,1.18001923222222,0.0118597222222222,0.00983973832132181,biotic,biotic
2963,0.73486654454544,133,0.408163265306122,1.178937144,0.0118485856666667,0.0027731752379434,biotic,biotic
2965,0.724102624375132,133,0.408163265306122,1.17691026244444,0.0118314116666667,0.00300630259428243,biotic,biotic
2966,0.702315074583893,133,0.489795918367347,1.17990736622222,0.0118581355555556,0.00784079793026922,biotic,biotic
2968,0.737471572424029,133,0.408163265306122,1.17962835066667,0.011859052,0.00416826624069211,biotic,biotic
2970,0.721650577790355,133,0.408163265306122,1.17719942155556,0.0118313226666667,0.00342020771772899,biotic,biotic
2972,0.737090783737752,4038,0.408163265306122,1.17888736666667,0.0118511665555556,0.00204483195814441,biotic,biotic
2973,0.724197533467077,133,0.408163265306122,1.176757149,0.0118292284444444,0.0025653658951975,biotic,biotic
2975,0.772404913324994,991,0.408163265306122,1.180776941,0.0118673581111111,0.0100719559629322,biotic,biotic
2976,0.731959114273137,133,0.408163265306122,1.17884756877778,0.0118484335555556,0.00272420248836826,biotic,biotic
2977,0.723783479537742,133,0.408163265306122,1.17738802522222,0.0118338366666667,0.0021886709221872,biotic,biotic
2978,0.734035279777119,133,0.408163265306122,1.17919271633333,0.0118524203333333,0.00363727473022105,biotic,biotic
2979,0.733570854746336,133,0.408163265306122,1.179674327,0.0118577593333333,0.00294433669607126,biotic,biotic
2981,0.732361115010614,4038,0.408163265306122,1.17948387522222,0.0118564454444444,0.00279170049583749,biotic,biotic
2983,0.73184570009205,4038,0.408163265306122,1.17860544077778,0.0118489591111111,0.00320350516018407,biotic,biotic
2984,0.696022853114239,4038,0.489795918367347,1.17924927477778,0.0118552973333333,0.00676734659886604,biotic,biotic
2985,0.731773388935371,133,0.408163265306122,1.17935007566667,0.011856582,0.00222133860272196,biotic,biotic
2986,0.727765982158005,4038,0.408163265306122,1.17668053955556,0.0118301052222222,0.00440815324877648,biotic,biotic
2987,0.726269254717448,133,0.408163265306122,1.17669532466667,0.0118298008888889,0.00296667845579847,biotic,biotic
2988,0.732850522793103,133,0.408163265306122,1.17932923933333,0.0118558083333333,0.00251101721523627,biotic,biotic
2989,0.760432715423714,133,0.408163265306122,1.18037506188889,0.0118663748888889,0.0113517120764453,biotic,biotic
2990,0.734575361336977,133,0.408163265306122,1.17951117788889,0.0118571137777778,0.00404298223419873,biotic,biotic
2993,0.719217294094514,133,0.408163265306122,1.17682259888889,0.0118293345555556,0.00402060592067009,biotic,biotic
2995,0.735594371840811,4038,0.408163265306122,1.17912426766667,0.011852938,0.00429856397302862,biotic,biotic
2998,0.753710623560141,133,0.346938775510204,1.18044714444444,0.0118666922222222,0.0102724238585687,biotic,abiotic
3001,0.729727337990705,4038,0.408163265306122,1.17686168944444,0.0118304912222222,0.00232315873361206,biotic,biotic
3233,0.734514699075209,133,0.346938775510204,1.17993212988889,0.0118602937777778,0.00301212502037448,abiotic,abiotic
3234,0.722483651362695,133,0.346938775510204,1.17671107911111,0.0118278873333333,0.00228004902492512,abiotic,abiotic
3240,0.687891832599888,133,0.489795918367347,1.17846621033333,0.0118487942222222,0.00349914732681393,abiotic,biotic
3241,0.732502771992135,133,0.346938775510204,1.17883282988889,0.011852008,0.00483578164373843,abiotic,abiotic
3242,0.729205564674951,133,0.346938775510204,1.178482754,0.0118485797777778,0.00204665498627708,abiotic,abiotic
3250,0.7277659492201,133,0.346938775510204,1.17843632311111,0.0118482067777778,0.00315568838852839,abiotic,abiotic
3253,0.727613553599399,4038,0.346938775510204,1.17978065222222,0.0118602278888889,0.00335757739611933,abiotic,abiotic
3257,0.728058175145081,133,0.346938775510204,1.17961898577778,0.0118600406666667,0.00282808130223898,abiotic,abiotic
3259,0.727037342236797,4038,0.346938775510204,1.17940076422222,0.0118516535555556,0.00524086552003365,abiotic,abiotic
3260,0.726425644239322,4038,0.346938775510204,1.17836578144444,0.0118485756666667,0.00332740300262244,abiotic,abiotic
3261,0.708969556591545,133,0.346938775510204,1.177286014,0.0118299163333333,0.00198471423839451,abiotic,abiotic
3263,0.725571054454589,133,0.346938775510204,1.17911943144444,0.0118489301111111,0.00297186485479248,abiotic,abiotic
3265,0.730148006046672,133,0.346938775510204,1.180297011,0.0118606845555556,0.0027591847356555,abiotic,abiotic
3267,0.727418257337432,133,0.346938775510204,1.18017812333333,0.0118601104444444,0.00333874269692553,abiotic,abiotic
3272,0.708127014878273,133,0.387755102040816,1.17954077188889,0.0118538674444444,0.00580843608282532,abiotic,abiotic
3274,0.724687714605082,4038,0.346938775510204,1.17901672188889,0.0118488913333333,0.00418005926152116,abiotic,abiotic
4922,0.798245059490677,323,0.408163265306122,1.17963897611111,0.0118419486666667,0.00250811014041982,abiotic,abiotic
4925,0.799973592127928,323,0.408163265306122,1.17931653022222,0.0118427181111111,0.00233849672959244,abiotic,abiotic
4929,0.793663650563155,323,0.408163265306122,1.17936389255556,0.0118392631111111,0.00625956362675919,abiotic,abiotic
4932,0.794589827562086,323,0.408163265306122,1.17966622066667,0.0118390073333333,0.00406454482683505,abiotic,abiotic
4935,0.714103169511131,323,0.408163265306122,1.17885846977778,0.0118344165555556,0.00324940351607337,abiotic,abiotic
4936,0.713640316602769,799,0.408163265306122,1.17857367311111,0.0118304754444444,0.00372026441070696,abiotic,abiotic
4937,0.729977800954052,323,0.408163265306122,1.18100136622222,0.0118542143333333,0.00337789301130158,abiotic,abiotic
4940,0.801223335441453,323,0.408163265306122,1.18018598055556,0.0118445997777778,0.0030793409712057,abiotic,abiotic
4941,0.731413313122468,323,0.408163265306122,1.18111039122222,0.0118537556666667,0.00347342168472323,abiotic,abiotic
4942,0.731896970229732,323,0.408163265306122,1.18192361044444,0.0118616865555556,0.00371446902076685,abiotic,abiotic
4946,0.712993259796573,323,0.408163265306122,1.17888156644444,0.011830233,0.00338810951287255,abiotic,abiotic
4948,0.722630372836613,323,0.408163265306122,1.18226545733333,0.0118580566666667,0.00408582746503726,abiotic,abiotic
4949,0.7228893338931,133,0.408163265306122,1.18114938433333,0.0118587756666667,0.00663042861653956,abiotic,abiotic
4951,0.73054122858317,323,0.408163265306122,1.18112810966667,0.0118516975555556,0.00394475609249682,abiotic,abiotic
4952,0.733094504744601,799,0.408163265306122,1.18152909077778,0.0118621551111111,0.00235047776911822,abiotic,abiotic
4953,0.71414158356222,323,0.408163265306122,1.17908610566667,0.0118310998888889,0.00490433789441235,abiotic,abiotic
4959,0.79963923965018,323,0.408163265306122,1.17990779555556,0.0118450831111111,0.00341360754386295,abiotic,abiotic
4960,0.713406198239192,799,0.408163265306122,1.178491189,0.0118310225555556,0.0034563652733477,abiotic,abiotic
4961,0.712794635835803,323,0.408163265306122,1.17916153688889,0.011831174,0.00380010856382725,abiotic,abiotic
4963,0.799276076311234,133,0.408163265306122,1.18103053266667,0.0118445764444444,0.00290493266826377,abiotic,abiotic
4964,0.714148168447758,799,0.408163265306122,1.17965730933333,0.0118306327777778,0.00312591124107473,abiotic,abiotic
4965,0.730662294816579,323,0.408163265306122,1.18153236788889,0.0118612943333333,0.0040793428080396,abiotic,abiotic
4966,0.729537944851621,323,0.408163265306122,1.18052460188889,0.011851513,0.00168711500494116,abiotic,biotic
4968,0.796287538835899,323,0.408163265306122,1.17934500588889,0.0118393315555556,0.0029124394264404,abiotic,abiotic
4969,0.796491687028195,323,0.408163265306122,1.179356536,0.011839326,0.00332024217499078,abiotic,abiotic
4973,0.710437171369847,799,0.408163265306122,1.17953166711111,0.0118350212222222,0.00280165978273193,abiotic,abiotic
5757,0.806726435622573,133,0.387755102040816,1.17854410622222,0.0118265496666667,0.0021637761707844,abiotic,abiotic
5758,0.793004182638113,323,0.346938775510204,1.17979011844444,0.011830276,0.00481952554357112,abiotic,abiotic
5759,0.792792763456758,323,0.346938775510204,1.18003179366667,0.0118321586666667,0.00572058554588929,abiotic,abiotic
5763,0.805384168298495,133,0.387755102040816,1.17939022266667,0.011826921,0.00296929183394522,abiotic,abiotic
5766,0.805399313209766,133,0.387755102040816,1.17863767288889,0.0118289422222222,0.00147006413440155,abiotic,abiotic
5769,0.79805803603681,133,0.346938775510204,1.17903872988889,0.0118313392222222,0.00432747231520347,abiotic,abiotic
5770,0.795263707444145,133,0.346938775510204,1.17930167922222,0.011833779,0.00426652325910541,abiotic,abiotic
5771,0.788107208107319,323,0.346938775510204,1.179824929,0.0118385506666667,0.00344108490710519,abiotic,abiotic
5774,0.815073407210903,133,0.387755102040816,1.178957821,0.0118299571111111,0.00233011544964488,abiotic,abiotic
5776,0.810029457740335,133,0.387755102040816,1.17889752122222,0.0118294297777778,0.00268271053418036,abiotic,abiotic
5779,0.813560221393764,133,0.387755102040816,1.17888282766667,0.0118301261111111,0.000917480596466313,abiotic,abiotic
5780,0.797052010507505,133,0.346938775510204,1.17905532722222,0.0118315905555556,0.00233027549141655,abiotic,abiotic
5782,0.817587746062783,133,0.387755102040816,1.17865616488889,0.0118272616666667,0.00187107426288796,abiotic,abiotic
5784,0.792556041949981,133,0.346938775510204,1.17887155666667,0.0118292505555556,0.00424922273906262,abiotic,abiotic
5878,0.746694931251676,133,0.428571428571429,1.18081013455556,0.0118492602222222,0.00254129781280808,abiotic,abiotic
5879,0.744905300083235,133,0.428571428571429,1.18069181977778,0.011846903,0.00194909947672888,abiotic,abiotic
5880,0.799789209002866,133,0.428571428571429,1.17947767911111,0.0118339087777778,0.00300597099237147,abiotic,abiotic
5882,0.744816136886723,133,0.428571428571429,1.17998541244444,0.0118385328888889,0.00627651656635211,biotic,biotic
5884,0.776625971735554,133,0.428571428571429,1.17937091955556,0.0118324461111111,0.00327219292234365,biotic,abiotic
5885,0.766263208395726,133,0.428571428571429,1.17871546877778,0.011825028,0.00227466945822183,biotic,biotic
5886,0.796358331438,133,0.428571428571429,1.17951025944444,0.0118331802222222,0.00213207134660055,abiotic,abiotic
5887,0.777548236389526,133,0.428571428571429,1.17826794311111,0.011821006,0.00258692843382712,biotic,biotic
5892,0.763405325684389,133,0.408163265306122,1.178478761,0.0118278446666667,0.0032075650761161,biotic,biotic
5893,0.720621420099923,133,0.428571428571429,1.17822884411111,0.0118240588888889,0.00350132308211958,biotic,biotic
5894,0.792016694027251,133,0.428571428571429,1.17848470933333,0.0118258765555556,0.00778971819665317,biotic,abiotic
5895,0.756016746057503,133,0.428571428571429,1.17998289666667,0.0118403471111111,0.00243599665048355,abiotic,abiotic
5896,0.749613266163356,133,0.428571428571429,1.18094096522222,0.011849075,0.00567357892967759,abiotic,abiotic
5897,0.753172581854289,133,0.428571428571429,1.17967297022222,0.0118361825555556,0.00322312902610382,biotic,biotic
5898,0.737460378572656,133,0.428571428571429,1.18101492966667,0.0118491672222222,0.00311935389480813,abiotic,abiotic
5900,0.756789938288232,133,0.428571428571429,1.179643959,0.0118346803333333,0.00250691177552761,abiotic,biotic
5901,0.742662874056824,133,0.428571428571429,1.17916892077778,0.0118296647777778,0.00300918114054177,biotic,biotic
5902,0.747788334888189,133,0.428571428571429,1.18115706977778,0.0118493223333333,0.00233011669155043,abiotic,abiotic
5904,0.796787539345561,133,0.428571428571429,1.179370437,0.0118312215555556,0.00216660758064904,abiotic,abiotic
5905,0.774454584748253,133,0.428571428571429,1.18008290933333,0.0118386235555556,0.00566476945157708,abiotic,abiotic
5907,0.786878948289647,133,0.428571428571429,1.17921398077778,0.011824217,0.00669738469616575,biotic,biotic
5908,0.734586338571455,133,0.428571428571429,1.18001008377778,0.0118328245555556,0.00403036698367196,biotic,biotic
5909,0.769905398846125,133,0.428571428571429,1.17935930588889,0.0118261776666667,0.00223402558982562,biotic,biotic
5912,0.741446946544499,133,0.428571428571429,1.18086873344444,0.011840349,0.00377515999166874,biotic,abiotic
5914,0.758397871171577,133,0.428571428571429,1.18032412822222,0.0118354463333333,0.00140124283619159,abiotic,abiotic
5916,0.75044686927771,133,0.428571428571429,1.18056287088889,0.011837431,0.00618993500037498,biotic,abiotic
5918,0.711970783905236,133,0.428571428571429,1.17899365022222,0.0118223252222222,0.00358755288254274,biotic,abiotic
5919,0.763409948361346,133,0.428571428571429,1.18084218388889,0.0118397393333333,0.00286082974870163,abiotic,abiotic
5920,0.737687491659672,323,0.428571428571429,1.18035901933333,0.0118348656666667,0.00217684040594265,biotic,abiotic
5924,0.738612521140769,133,0.428571428571429,1.17895596966667,0.0118264157777778,0.00315824596288544,abiotic,biotic
5925,0.804743591188502,133,0.428571428571429,1.17907479344444,0.0118265084444444,0.00213299433958948,abiotic,abiotic
5926,0.753264233707783,133,0.428571428571429,1.17853372488889,0.0118206414444444,0.00303504591133208,biotic,biotic
5927,0.764956258483099,133,0.428571428571429,1.18050263144444,0.0118402074444444,0.00601195230459297,abiotic,abiotic
5928,0.786292460298526,133,0.428571428571429,1.17893930455556,0.0118239117777778,0.00242211215369214,abiotic,biotic
5930,0.750145993951696,133,0.428571428571429,1.18067454588889,0.011840433,0.00192485437290574,abiotic,abiotic
5931,0.795522640976985,133,0.428571428571429,1.179839764,0.0118323913333333,0.00133676493019788,abiotic,abiotic
5933,0.810791196816275,133,0.428571428571429,1.17949235566667,0.0118284742222222,0.00481025134122604,abiotic,abiotic
5934,0.77155120770564,133,0.428571428571429,1.18035218122222,0.0118375825555556,0.00478886601835543,abiotic,abiotic
5935,0.73404807353447,133,0.428571428571429,1.18023898088889,0.0118363892222222,0.0026445960371669,biotic,biotic
5937,0.69345963325501,323,0.489795918367347,1.17862188333333,0.0118217704444444,0.00345398292329394,abiotic,biotic
5938,0.735834171605572,323,0.428571428571429,1.17987443844444,0.0118334278888889,0.00321266820606013,biotic,biotic
5941,0.761500572790754,133,0.428571428571429,1.18054389433333,0.0118403642222222,0.00278401015418508,abiotic,abiotic
5942,0.798258321598269,133,0.428571428571429,1.17975019188889,0.0118323308888889,0.00193577733187867,abiotic,abiotic
5945,0.751130190856767,323,0.428571428571429,1.18053812766667,0.0118401782222222,0.00220192729314385,abiotic,abiotic
5946,0.770268929890127,133,0.428571428571429,1.18025185288889,0.011837375,0.00283131213821541,abiotic,abiotic
5947,0.759470034414202,133,0.428571428571429,1.180389595,0.0118386061111111,0.0023430197714066,abiotic,abiotic
5948,0.74528606569978,323,0.428571428571429,1.18052301011111,0.0118401274444444,0.00503579464772156,biotic,abiotic
5949,0.74162888454968,133,0.428571428571429,1.18093730155556,0.0118441768888889,0.00523683324803212,abiotic,abiotic
5951,0.745716854600823,323,0.428571428571429,1.18007321133333,0.0118357643333333,0.00261958074211031,abiotic,biotic
5952,0.793326105990247,133,0.428571428571429,1.17983425777778,0.0118332493333333,0.00290986367124302,abiotic,abiotic
5953,0.80907418534399,133,0.428571428571429,1.17950990733333,0.0118304444444444,0.00546097851128708,abiotic,abiotic
5954,0.768591581214881,133,0.428571428571429,1.17880261522222,0.0118236438888889,0.00167454552350302,biotic,biotic
5955,0.762924482959288,133,0.428571428571429,1.17907544488889,0.0118259487777778,0.00129775685421677,biotic,biotic
5957,0.768869870233578,133,0.428571428571429,1.18039165144444,0.0118384536666667,0.00689812947377434,abiotic,biotic
5958,0.811426175823149,133,0.428571428571429,1.17957687111111,0.0118305592222222,0.00446406614979653,abiotic,abiotic
5960,0.73633672602508,323,0.428571428571429,1.18074403566667,0.011841466,0.00374584534048027,biotic,abiotic
5961,0.741819611943101,133,0.428571428571429,1.18038992844444,0.0118377627777778,0.00305725100110843,biotic,biotic
