Analysis,diff2_acf1,time_kl_shift,fluctanal_prop_r1,avg_rR45CO244CO2,avg_R45CO244CO2,avg_rd45CO244CO2,avg_d45CO244CO2,avg_R13C12C,avg_d13C12C,sd_d18O13C,biotic,pred
2961,0.734317482936473,133,0.408163265306122,1.17887469811111,0.0118481013333333,25.3186351388889,-11.4103335266667,0.0110464084444444,-11.96684183,0.00317916628608444,biotic,biotic
2962,0.709178032312145,133,0.469387755102041,1.18001923222222,0.0118597222222222,26.3243235266667,-10.4406709144444,0.0110577675555556,-10.9508220488889,0.00983973832132181,biotic,biotic
2963,0.73486654454544,133,0.408163265306122,1.178937144,0.0118485856666667,25.3605674277778,-11.3699033355556,0.0110469133333333,-11.9216775244444,0.0027731752379434,biotic,biotic
2965,0.724102624375132,133,0.408163265306122,1.17691026244444,0.0118314116666667,23.8743522766667,-12.80287928,0.0110285252222222,-13.5663817422222,0.00300630259428243,biotic,biotic
2966,0.702315074583893,133,0.489795918367347,1.17990736622222,0.0118581355555556,26.1870049733333,-10.5730704433333,0.0110561171111111,-11.0984557555556,0.00784079793026922,biotic,biotic
2968,0.737471572424029,133,0.408163265306122,1.17962835066667,0.011859052,26.2663101788889,-10.4966061055556,0.0110561907777778,-11.09186659,0.00416826624069211,biotic,biotic
2970,0.721650577790355,133,0.408163265306122,1.17719942155556,0.0118313226666667,23.86666205,-12.8102940277778,0.0110284884444444,-13.5696767455556,0.00342020771772899,biotic,biotic
2972,0.737090783737752,4038,0.408163265306122,1.17888736666667,0.0118511665555556,25.5839049155556,-11.1545662444444,0.0110493507777778,-11.7036672,0.00204483195814441,biotic,biotic
2973,0.724197533467077,133,0.408163265306122,1.176757149,0.0118292284444444,23.6854212188889,-12.98504245,0.0110263865555556,-13.7576544955556,0.0025653658951975,biotic,biotic
2975,0.772404913324994,991,0.408163265306122,1.180776941,0.0118673581111111,26.9851088466667,-9.80355624866667,0.0110653377777778,-10.2737282127778,0.0100719559629322,biotic,biotic
2976,0.731959114273137,133,0.408163265306122,1.17884756877778,0.0118484335555556,25.3474125344444,-11.3825869922222,0.0110465864444444,-11.9509188055556,0.00272420248836826,biotic,biotic
2977,0.723783479537742,133,0.408163265306122,1.17738802522222,0.0118338366666667,24.0842183355556,-12.6005310433333,0.0110309918888889,-13.3457517511111,0.0021886709221872,biotic,biotic
2978,0.734035279777119,133,0.408163265306122,1.17919271633333,0.0118524203333333,25.6924064266667,-11.0499514788889,0.0110506354444444,-11.5887532188889,0.00363727473022105,biotic,biotic
2979,0.733570854746336,133,0.408163265306122,1.179674327,0.0118577593333333,26.1544403066667,-10.6044685777778,0.0110549194444444,-11.2055678511111,0.00294433669607126,biotic,biotic
2981,0.732361115010614,4038,0.408163265306122,1.17948387522222,0.0118564454444444,26.0407519466667,-10.7140843922222,0.0110535932222222,-11.3241921444444,0.00279170049583749,biotic,biotic
2983,0.73184570009205,4038,0.408163265306122,1.17860544077778,0.0118489591111111,25.3928859933333,-11.3387424866667,0.0110470494444444,-11.9094940433333,0.00320350516018407,biotic,biotic
2984,0.696022853114239,4038,0.489795918367347,1.17924927477778,0.0118552973333333,25.9413881244444,-10.8098888011111,0.0110532506666667,-11.3548480177778,0.00676734659886604,biotic,biotic
2985,0.731773388935371,133,0.408163265306122,1.17935007566667,0.011856582,26.0525603133333,-10.7026990244444,0.0110537495555556,-11.3102270755556,0.00222133860272196,biotic,biotic
2986,0.727765982158005,4038,0.408163265306122,1.17668053955556,0.0118301052222222,23.7613115444444,-12.9118706677778,0.0110273217777778,-13.6740059855556,0.00440815324877648,biotic,biotic
2987,0.726269254717448,133,0.408163265306122,1.17669532466667,0.0118298008888889,23.7349566388889,-12.9372814877778,0.0110269952222222,-13.7032258122222,0.00296667845579847,biotic,biotic
2988,0.732850522793103,133,0.408163265306122,1.17932923933333,0.0118558083333333,25.9856091788889,-10.7672518322222,0.0110529764444444,-11.3793742955556,0.00251101721523627,biotic,biotic
2989,0.760432715423714,133,0.408163265306122,1.18037506188889,0.0118663748888889,26.9000297133333,-9.88558767433333,0.0110643162222222,-10.3650724955556,0.0113517120764453,biotic,biotic
2990,0.734575361336977,133,0.408163265306122,1.17951117788889,0.0118571137777778,26.0985795688889,-10.65832827,0.011054282,-11.26257598,0.00404298223419873,biotic,biotic
2993,0.719217294094514,133,0.408163265306122,1.17682259888889,0.0118293345555556,23.6945831588889,-12.9762087077778,0.0110265584444444,-13.74228158,0.00402060592067009,biotic,biotic
2995,0.735594371840811,4038,0.408163265306122,1.17912426766667,0.011852938,25.7372019855556,-11.0067605811111,0.0110511067777778,-11.5465919511111,0.00429856397302862,biotic,biotic
2998,0.753710623560141,133,0.346938775510204,1.18044714444444,0.0118666922222222,26.9275006711111,-9.85910078188889,0.011064607,-10.3390775655556,0.0102724238585687,biotic,biotic
3001,0.729727337990705,4038,0.408163265306122,1.17686168944444,0.0118304912222222,23.7947064422222,-12.8796720411111,0.0110277056666667,-13.6396812322222,0.00232315873361206,biotic,biotic
3233,0.734514699075209,133,0.346938775510204,1.17993212988889,0.0118602937777778,26.37378562,-10.3929806511111,0.0110572986666667,-10.9927729166667,0.00301212502037448,abiotic,abiotic
3234,0.722483651362695,133,0.346938775510204,1.17671107911111,0.0118278873333333,23.5693496822222,-13.0969560722222,0.0110248968888889,-13.8909242133333,0.00228004902492512,abiotic,biotic
3240,0.687891832599888,133,0.489795918367347,1.17846621033333,0.0118487942222222,25.3786080255556,-11.35250899,0.0110469046666667,-11.9224540866667,0.00349914732681393,abiotic,biotic
3241,0.732502771992135,133,0.346938775510204,1.17883282988889,0.011852008,25.6567459244444,-11.0843345444444,0.0110501425555556,-11.6328333,0.00483578164373843,abiotic,abiotic
3242,0.729205564674951,133,0.346938775510204,1.178482754,0.0118485797777778,25.3600632111111,-11.3703894933333,0.0110466684444444,-11.9435554822222,0.00204665498627708,abiotic,abiotic
3250,0.7277659492201,133,0.346938775510204,1.17843632311111,0.0118482067777778,25.3278060788889,-11.4014911088889,0.0110462922222222,-11.9772244633333,0.00315568838852839,abiotic,abiotic
3253,0.727613553599399,4038,0.346938775510204,1.17978065222222,0.0118602278888889,26.3680629622222,-10.39849831,0.0110572631111111,-10.99595332,0.00335757739611933,abiotic,abiotic
3257,0.728058175145081,133,0.346938775510204,1.17961898577778,0.0118600406666667,26.3518622522222,-10.41411868,0.0110570895555556,-11.0114897066667,0.00282808130223898,abiotic,abiotic
3259,0.727037342236797,4038,0.346938775510204,1.17940076422222,0.0118516535555556,25.62605577,-11.1139253188889,0.011049768,-11.6663239122222,0.00524086552003365,abiotic,abiotic
3260,0.726425644239322,4038,0.346938775510204,1.17836578144444,0.0118485756666667,25.3597142066667,-11.3707259944444,0.0110466858888889,-11.94201558,0.00332740300262244,abiotic,abiotic
3261,0.708969556591545,133,0.346938775510204,1.177286014,0.0118299163333333,23.7449450622222,-12.92765087,0.0110269561111111,-13.7067253755556,0.00198471423839451,abiotic,abiotic
3263,0.725571054454589,133,0.346938775510204,1.17911943144444,0.0118489301111111,25.3903719711111,-11.34116645,0.0110470082222222,-11.9132071366667,0.00297186485479248,abiotic,abiotic
3265,0.730148006046672,133,0.346938775510204,1.180297011,0.0118606845555556,26.4075964744444,-10.3603809655556,0.0110576964444444,-10.9572023466667,0.0027591847356555,abiotic,abiotic
3267,0.727418257337432,133,0.346938775510204,1.18017812333333,0.0118601104444444,26.3579048566667,-10.4082925322222,0.0110571412222222,-11.0068601133333,0.00333874269692553,abiotic,abiotic
3272,0.708127014878273,133,0.387755102040816,1.17954077188889,0.0118538674444444,25.8176576833333,-10.9291869711111,0.011051877,-11.4776983711111,0.00580843608282532,abiotic,biotic
3274,0.724687714605082,4038,0.346938775510204,1.17901672188889,0.0118488913333333,25.3870327877778,-11.3443860177778,0.0110469815555556,-11.9155694511111,0.00418005926152116,abiotic,abiotic
4922,0.798245059490677,323,0.408163265306122,1.17963897611111,0.0118419486666667,24.7862192688889,-11.9236771911111,0.0110392035555556,-12.6112682111111,0.00250811014041982,abiotic,abiotic
4925,0.799973592127928,323,0.408163265306122,1.17931653022222,0.0118427181111111,24.8528079755556,-11.8594738255556,0.0110399594444444,-12.5436626533333,0.00233849672959244,abiotic,abiotic
4929,0.793663650563155,323,0.408163265306122,1.17936389255556,0.0118392631111111,24.5538156744444,-12.1477556244444,0.0110366181111111,-12.8425105255556,0.00625956362675919,abiotic,abiotic
4932,0.794589827562086,323,0.408163265306122,1.17966622066667,0.0118390073333333,24.5316676633333,-12.16911025,0.0110363896666667,-12.8629341011111,0.00406454482683505,abiotic,abiotic
4935,0.714103169511131,323,0.408163265306122,1.17885846977778,0.0118344165555556,24.1343957055556,-12.55215113,0.0110315665555556,-13.29435136,0.00324940351607337,abiotic,abiotic
4936,0.713640316602769,799,0.408163265306122,1.17857367311111,0.0118304754444444,23.7933437966667,-12.8809858755556,0.0110277117777778,-13.6391286377778,0.00372026441070696,abiotic,abiotic
4937,0.729977800954052,323,0.408163265306122,1.18100136622222,0.0118542143333333,25.8476653022222,-10.9002542833333,0.0110523355555556,-11.43668076,0.00337789301130158,abiotic,abiotic
4940,0.801223335441453,323,0.408163265306122,1.18018598055556,0.0118445997777778,25.0156369211111,-11.70247774,0.0110420183333333,-12.3595107522222,0.0030793409712057,abiotic,abiotic
4941,0.731413313122468,323,0.408163265306122,1.18111039122222,0.0118537556666667,25.8079696755556,-10.9385279333333,0.0110518794444444,-11.4774773222222,0.00347342168472323,abiotic,abiotic
4942,0.731896970229732,323,0.408163265306122,1.18192361044444,0.0118616865555556,26.4943011822222,-10.2767821977778,0.0110588623333333,-10.8529056511111,0.00371446902076685,abiotic,abiotic
4946,0.712993259796573,323,0.408163265306122,1.17888156644444,0.011830233,23.7723486855556,-12.9012288977778,0.0110275352222222,-13.6549201588889,0.00338810951287255,abiotic,abiotic
4948,0.722630372836613,323,0.408163265306122,1.18226545733333,0.0118580566666667,26.1801688711111,-10.5796616588889,0.0110562015555556,-11.0908802077778,0.00408582746503726,abiotic,abiotic
4949,0.7228893338931,133,0.408163265306122,1.18114938433333,0.0118587756666667,26.2423899733333,-10.5196694422222,0.0110568921111111,-11.0291228777778,0.00663042861653956,abiotic,biotic
4951,0.73054122858317,323,0.408163265306122,1.18112810966667,0.0118516975555556,25.6298540688889,-11.1102630811111,0.0110497635555556,-11.6667473933333,0.00394475609249682,abiotic,abiotic
4952,0.733094504744601,799,0.408163265306122,1.18152909077778,0.0118621551111111,26.5348514,-10.2376845722222,0.0110593586666667,-10.8085151355556,0.00235047776911822,abiotic,abiotic
4953,0.71414158356222,323,0.408163265306122,1.17908610566667,0.0118310998888889,23.8473769111111,-12.8288883355556,0.011028357,-13.5814207988889,0.00490433789441235,abiotic,abiotic
4959,0.79963923965018,323,0.408163265306122,1.17990779555556,0.0118450831111111,25.0574684255556,-11.6621447255556,0.0110425427777778,-12.3125902922222,0.00341360754386295,abiotic,abiotic
4960,0.713406198239192,799,0.408163265306122,1.178491189,0.0118310225555556,23.84069174,-12.8353340311111,0.0110282942222222,-13.5870289188889,0.0034563652733477,abiotic,abiotic
4961,0.712794635835803,323,0.408163265306122,1.17916153688889,0.011831174,23.8537781055556,-12.8227164466667,0.0110284841111111,-13.57004513,0.00380010856382725,abiotic,abiotic
4963,0.799276076311234,133,0.408163265306122,1.18103053266667,0.0118445764444444,25.0136120877778,-11.70443004,0.0110420553333333,-12.3561821511111,0.00290493266826377,abiotic,abiotic
4964,0.714148168447758,799,0.408163265306122,1.17965730933333,0.0118306327777778,23.8069289777778,-12.8678873444444,0.0110279348888889,-13.6191854122222,0.00312591124107473,abiotic,abiotic
4965,0.730662294816579,323,0.408163265306122,1.18153236788889,0.0118612943333333,26.4603629277778,-10.3095047144444,0.0110585554444444,-10.8803509522222,0.0040793428080396,abiotic,abiotic
4966,0.729537944851621,323,0.408163265306122,1.18052460188889,0.011851513,25.6138960966667,-11.1256494077778,0.0110496713333333,-11.67497735,0.00168711500494116,abiotic,abiotic
4968,0.796287538835899,323,0.408163265306122,1.17934500588889,0.0118393315555556,24.5597266944444,-12.14205635,0.0110367843333333,-12.8276289988889,0.0029124394264404,abiotic,abiotic
4969,0.796491687028195,323,0.408163265306122,1.179356536,0.011839326,24.5592545844444,-12.1425115488889,0.0110367687777778,-12.8290384333333,0.00332024217499078,abiotic,abiotic
4973,0.710437171369847,799,0.408163265306122,1.17953166711111,0.0118350212222222,24.1867205244444,-12.5017006911111,0.0110322846666667,-13.23010514,0.00280165978273193,abiotic,abiotic
5757,0.806726435622573,133,0.387755102040816,1.17854410622222,0.0118265496666667,23.4535919577778,-13.2085671233333,0.0110243703333333,-13.9380087088889,0.0021637761707844,abiotic,abiotic
5758,0.793004182638113,323,0.346938775510204,1.17979011844444,0.011830276,23.7760828044444,-12.8976285444444,0.0110288922222222,-13.5335501044444,0.00481952554357112,abiotic,abiotic
5759,0.792792763456758,323,0.346938775510204,1.18003179366667,0.0118321586666667,23.9389954855556,-12.7405517244444,0.0110316746666667,-13.2846818522222,0.00572058554588929,abiotic,abiotic
5763,0.805384168298495,133,0.387755102040816,1.17939022266667,0.011826921,23.4857374066667,-13.1775731877778,0.0110247743333333,-13.9018757744444,0.00296929183394522,abiotic,abiotic
5766,0.805399313209766,133,0.387755102040816,1.17863767288889,0.0118289422222222,23.6606575811111,-13.0089190022222,0.0110267981111111,-13.7208484333333,0.00147006413440155,abiotic,abiotic
5769,0.79805803603681,133,0.346938775510204,1.17903872988889,0.0118313392222222,23.8680854944444,-12.8089215755556,0.0110299096666667,-13.44253789,0.00432747231520347,abiotic,abiotic
5770,0.795263707444145,133,0.346938775510204,1.17930167922222,0.011833779,24.0792267122222,-12.6053438622222,0.0110333524444444,-13.1346127622222,0.00426652325910541,abiotic,abiotic
5771,0.788107208107319,323,0.346938775510204,1.179824929,0.0118385506666667,24.49215452,-12.2072079533333,0.0110371522222222,-12.7947493611111,0.00344108490710519,abiotic,abiotic
5774,0.815073407210903,133,0.387755102040816,1.178957821,0.0118299571111111,23.7484908766667,-12.9242320722222,0.0110278365555556,-13.6279809222222,0.00233011544964488,abiotic,abiotic
5776,0.810029457740335,133,0.387755102040816,1.17889752122222,0.0118294297777778,23.7028299833333,-12.9682573033333,0.0110273367777778,-13.6726681911111,0.00268271053418036,abiotic,abiotic
5779,0.813560221393764,133,0.387755102040816,1.17888282766667,0.0118301261111111,23.7631053255556,-12.9101411422222,0.0110279296666667,-13.6196433355556,0.000917480596466313,abiotic,abiotic
5780,0.797052010507505,133,0.346938775510204,1.17905532722222,0.0118315905555556,23.88982248,-12.7879632488889,0.0110302536666667,-13.4117764722222,0.00233027549141655,abiotic,abiotic
5782,0.817587746062783,133,0.387755102040816,1.17865616488889,0.0118272616666667,23.5152184044444,-13.1491482611111,0.0110251765555556,-13.8658994277778,0.00187107426288796,abiotic,abiotic
5784,0.792556041949981,133,0.346938775510204,1.17887155666667,0.0118292505555556,23.6873365411111,-12.9831957377778,0.0110274096666667,-13.6661623811111,0.00424922273906262,abiotic,abiotic
5878,0.746694931251676,133,0.428571428571429,1.18081013455556,0.0118492602222222,25.4189354433333,-11.3136261811111,0.0110460956666667,-11.9948002655556,0.00254129781280808,abiotic,abiotic
5879,0.744905300083235,133,0.428571428571429,1.18069181977778,0.011846903,25.2149535022222,-11.5103010766667,0.0110436567777778,-12.2129438855556,0.00194909947672888,abiotic,abiotic
5880,0.799789209002866,133,0.428571428571429,1.17947767911111,0.0118339087777778,24.0904435611111,-12.5945288211111,0.0110312726666667,-13.3206457833333,0.00300597099237147,abiotic,abiotic
5882,0.744816136886723,133,0.428571428571429,1.17998541244444,0.0118385328888889,24.49062171,-12.2086858544444,0.0110355914444444,-12.9343480177778,0.00627651656635211,biotic,biotic
5884,0.776625971735554,133,0.428571428571429,1.17937091955556,0.0118324461111111,23.9638687,-12.7165695177778,0.011030348,-13.40334027,0.00327219292234365,biotic,abiotic
5885,0.766263208395726,133,0.428571428571429,1.17871546877778,0.011825028,23.3219157911111,-13.3355263833333,0.0110223384444444,-14.1197496866667,0.00227466945822183,biotic,biotic
5886,0.796358331438,133,0.428571428571429,1.17951025944444,0.0118331802222222,24.0273982033333,-12.6553157688889,0.0110304394444444,-13.3951511355556,0.00213207134660055,abiotic,abiotic
5887,0.777548236389526,133,0.428571428571429,1.17826794311111,0.011821006,22.97385736,-13.6711166666667,0.0110184905555556,-14.4639111677778,0.00258692843382712,biotic,biotic
5892,0.763405325684389,133,0.408163265306122,1.178478761,0.0118278446666667,23.5656859511111,-13.1004885611111,0.0110250516666667,-13.8770578611111,0.0032075650761161,biotic,biotic
5893,0.720621420099923,133,0.428571428571429,1.17822884411111,0.0118240588888889,23.2380519622222,-13.4163860433333,0.0110211925555556,-14.2222362744444,0.00350132308211958,biotic,biotic
5894,0.792016694027251,133,0.428571428571429,1.17848470933333,0.0118258765555556,23.3953519455556,-13.26472086,0.0110249918888889,-13.88241379,0.00778971819665317,biotic,biotic
5895,0.756016746057503,133,0.428571428571429,1.17998289666667,0.0118403471111111,24.6476228888889,-12.0573087744444,0.0110373411111111,-12.7778489244444,0.00243599665048355,abiotic,abiotic
5896,0.749613266163356,133,0.428571428571429,1.18094096522222,0.011849075,25.4029310488889,-11.3290572655556,0.0110481183333333,-11.8138891344444,0.00567357892967759,abiotic,abiotic
5897,0.753172581854289,133,0.428571428571429,1.17967297022222,0.0118361825555556,24.2872006644444,-12.40481995,0.0110340382222222,-13.0732741055556,0.00322312902610382,biotic,abiotic
5898,0.737460378572656,133,0.428571428571429,1.18101492966667,0.0118491672222222,25.4108864611111,-11.3213868311111,0.0110460641111111,-11.9976247455556,0.00311935389480813,abiotic,abiotic
5900,0.756789938288232,133,0.428571428571429,1.179643959,0.0118346803333333,24.1572270022222,-12.5301376955556,0.0110316888888889,-13.28340894,0.00250691177552761,abiotic,biotic
5901,0.742662874056824,133,0.428571428571429,1.17916892077778,0.0118296647777778,23.7231722077778,-12.9486437766667,0.0110266466666667,-13.73440853,0.00300918114054177,biotic,biotic
5902,0.747788334888189,133,0.428571428571429,1.18115706977778,0.0118493223333333,25.4243068655556,-11.3084471722222,0.0110463638888889,-11.9708312855556,0.00233011669155043,abiotic,abiotic
5904,0.796787539345561,133,0.428571428571429,1.179370437,0.0118312215555556,23.8579188766667,-12.8187240044444,0.011028505,-13.5681928077778,0.00216660758064904,abiotic,abiotic
5905,0.774454584748253,133,0.428571428571429,1.18008290933333,0.0118386235555556,24.4984605244444,-12.2011278422222,0.0110377412222222,-12.7420485355556,0.00566476945157708,abiotic,abiotic
5907,0.786878948289647,133,0.428571428571429,1.17921398077778,0.011824217,23.2517303355556,-13.4031976533333,0.0110233631111111,-14.0280773622222,0.00669738469616575,biotic,biotic
5908,0.734586338571455,133,0.428571428571429,1.18001008377778,0.0118328245555556,23.9966159233333,-12.6849953633333,0.01102975,-13.4568356688889,0.00403036698367196,biotic,biotic
5909,0.769905398846125,133,0.428571428571429,1.17935930588889,0.0118261776666667,23.4214193544444,-13.2395872388889,0.0110235901111111,-14.0077872922222,0.00223402558982562,biotic,biotic
5912,0.741446946544499,133,0.428571428571429,1.18086873344444,0.011840349,24.6477682511111,-12.0571686177778,0.0110373312222222,-12.7787199188889,0.00377515999166874,biotic,abiotic
5914,0.758397871171577,133,0.428571428571429,1.18032412822222,0.0118354463333333,24.2235176822222,-12.4662216822222,0.0110323815555556,-13.2214460744444,0.00140124283619159,abiotic,abiotic
5916,0.75044686927771,133,0.428571428571429,1.18056287088889,0.011837431,24.3952622988889,-12.3006293,0.0110365713333333,-12.8467010966667,0.00618993500037498,biotic,abiotic
5918,0.711970783905236,133,0.428571428571429,1.17899365022222,0.0118223252222222,23.0880151011111,-13.5610482844444,0.0110194136666667,-14.3813446355556,0.00358755288254274,biotic,biotic
5919,0.763409948361346,133,0.428571428571429,1.18084218388889,0.0118397393333333,24.5950130255556,-12.1080340444444,0.0110367701111111,-12.82891191,0.00286082974870163,abiotic,abiotic
5920,0.737687491659672,323,0.428571428571429,1.18035901933333,0.0118348656666667,24.1732594377778,-12.5146795755556,0.0110317587777778,-13.2771588033333,0.00217684040594265,biotic,biotic
5924,0.738612521140769,133,0.428571428571429,1.17895596966667,0.0118264157777778,23.4420215622222,-13.2197230422222,0.011023677,-14.0000233044444,0.00315824596288544,abiotic,biotic
5925,0.804743591188502,133,0.428571428571429,1.17907479344444,0.0118265084444444,23.4500251066667,-13.2120062011111,0.0110239915555556,-13.9718803511111,0.00213299433958948,abiotic,abiotic
5926,0.753264233707783,133,0.428571428571429,1.17853372488889,0.0118206414444444,22.9423084088889,-13.7015354677778,0.0110179714444444,-14.51034268,0.00303504591133208,biotic,biotic
5927,0.764956258483099,133,0.428571428571429,1.18050263144444,0.0118402074444444,24.6355352177778,-12.0689634388889,0.0110392864444444,-12.6038483766667,0.00601195230459297,abiotic,abiotic
5928,0.786292460298526,133,0.428571428571429,1.17893930455556,0.0118239117777778,23.2253254844444,-13.4286566344444,0.0110212448888889,-14.2175604811111,0.00242211215369214,abiotic,biotic
5930,0.750145993951696,133,0.428571428571429,1.18067454588889,0.011840433,24.6550442033333,-12.0501533033333,0.0110373997777778,-12.77259119,0.00192485437290574,abiotic,abiotic
5931,0.795522640976985,133,0.428571428571429,1.179839764,0.0118323913333333,23.9591172488889,-12.72115076,0.0110296673333333,-13.4642392711111,0.00133676493019788,abiotic,abiotic
5933,0.810791196816275,133,0.428571428571429,1.17949235566667,0.0118284742222222,23.6201430055556,-13.0479822677778,0.0110275912222222,-13.6499167011111,0.00481025134122604,abiotic,abiotic
5934,0.77155120770564,133,0.428571428571429,1.18035218122222,0.0118375825555556,24.4083635,-12.2879974111111,0.0110367056666667,-12.8346836711111,0.00478886601835543,abiotic,abiotic
5935,0.73404807353447,133,0.428571428571429,1.18023898088889,0.0118363892222222,24.3051183188889,-12.3875441455556,0.0110333335555556,-13.13631343,0.0026445960371669,biotic,biotic
5937,0.69345963325501,323,0.489795918367347,1.17862188333333,0.0118217704444444,23.0400077888889,-13.6073358744444,0.0110188683333333,-14.43012816,0.00345398292329394,abiotic,biotic
5938,0.735834171605572,323,0.428571428571429,1.17987443844444,0.0118334278888889,24.04884278,-12.6346393788889,0.0110303952222222,-13.3991076433333,0.00321266820606013,biotic,biotic
5941,0.761500572790754,133,0.428571428571429,1.18054389433333,0.0118403642222222,24.6490929177778,-12.0558914,0.0110374904444444,-12.7644943266667,0.00278401015418508,abiotic,abiotic
5942,0.798258321598269,133,0.428571428571429,1.17975019188889,0.0118323308888889,23.9538964388889,-12.7261845511111,0.011029614,-13.4689840533333,0.00193577733187867,abiotic,abiotic
5945,0.751130190856767,323,0.428571428571429,1.18053812766667,0.0118401782222222,24.6330100655556,-12.0713981322222,0.0110370313333333,-12.8055664011111,0.00220192729314385,abiotic,abiotic
5946,0.770268929890127,133,0.428571428571429,1.18025185288889,0.011837375,24.3904106111111,-12.3053071933333,0.0110352533333333,-12.9645901588889,0.00283131213821541,abiotic,abiotic
5947,0.759470034414202,133,0.428571428571429,1.180389595,0.0118386061111111,24.49696481,-12.2025699755556,0.0110364437777778,-12.8581059911111,0.0023430197714066,abiotic,abiotic
5948,0.74528606569978,323,0.428571428571429,1.18052301011111,0.0118401274444444,24.6286119411111,-12.0756387111111,0.0110392114444444,-12.61056295,0.00503579464772156,biotic,abiotic
5949,0.74162888454968,133,0.428571428571429,1.18093730155556,0.0118441768888889,24.9790533777778,-11.7377507877778,0.0110410855555556,-12.4429242288889,0.00523683324803212,abiotic,abiotic
5951,0.745716854600823,323,0.428571428571429,1.18007321133333,0.0118357643333333,24.2510175833333,-12.4397068811111,0.01103268,-13.1947528377778,0.00261958074211031,abiotic,biotic
5952,0.793326105990247,133,0.428571428571429,1.17983425777778,0.0118332493333333,24.0333871811111,-12.6495413266667,0.0110304358888889,-13.3954761544444,0.00290986367124302,abiotic,abiotic
5953,0.80907418534399,133,0.428571428571429,1.17950990733333,0.0118304444444444,23.7906536466667,-12.8835796555556,0.0110295626666667,-13.4735790733333,0.00546097851128708,abiotic,abiotic
5954,0.768591581214881,133,0.428571428571429,1.17880261522222,0.0118236438888889,23.2021477888889,-13.4510040566667,0.0110209387777778,-14.2449314444444,0.00167454552350302,biotic,biotic
5955,0.762924482959288,133,0.428571428571429,1.17907544488889,0.0118259487777778,23.4016028111111,-13.2586939166667,0.0110232265555556,-14.0403141855556,0.00129775685421677,biotic,biotic
5957,0.768869870233578,133,0.428571428571429,1.18039165144444,0.0118384536666667,24.4837557088889,-12.2153059033333,0.011037596,-12.7550597277778,0.00689812947377434,abiotic,abiotic
5958,0.811426175823149,133,0.428571428571429,1.17957687111111,0.0118305592222222,23.8005937544444,-12.8739956255556,0.0110297131111111,-13.4601307333333,0.00446406614979653,abiotic,abiotic
5960,0.73633672602508,323,0.428571428571429,1.18074403566667,0.011841466,24.7444598744444,-11.9639406822222,0.0110383106666667,-12.69113766,0.00374584534048027,biotic,abiotic
5961,0.741819611943101,133,0.428571428571429,1.18038992844444,0.0118377627777778,24.4239706088889,-12.27294938,0.011034801,-13.0050390455556,0.00305725100110843,biotic,biotic
