Analysis,fluctanal_prop_r1,motiftwo_entro3,walker_propcross,avg_rR45CO244CO2,avg_rR46CO244CO2,avg_R45CO244CO2,sd_R13C12C,biotic,pred
2960,0.408163265306122,0.552533512715665,0.0204794042355132,1.17695598666667,1.41500216255556,0.0118284601111111,1.09038296024826e-06,biotic,biotic
2961,0.408163265306122,0.552896784080831,0.0204794042355132,1.17887469811111,1.41099284733333,0.0118481013333333,4.65395291959154e-07,biotic,biotic
2962,0.469387755102041,0.55107658634389,0.022806609262276,1.18001923222222,1.41185914233333,0.0118597222222222,1.55510032723876e-06,biotic,biotic
2963,0.408163265306122,0.552896784080831,0.0246683732836863,1.178937144,1.41103165833333,0.0118485856666667,1.32602790317273e-07,biotic,biotic
2965,0.408163265306122,0.55107658634389,0.0190830812194554,1.17691026244444,1.41445804344444,0.0118314116666667,1.3278397661031e-06,biotic,biotic
2966,0.489795918367347,0.550345812791181,0.0186176402141029,1.17990736622222,1.412252579,0.0118581355555556,1.79598736385071e-06,biotic,biotic
2968,0.408163265306122,0.553622177429102,0.0209448452408657,1.17962835066667,1.41443000088889,0.011859052,4.03003032798274e-07,biotic,biotic
2970,0.408163265306122,0.551441394903152,0.0190830812194554,1.17719942155556,1.41518792155556,0.0118313226666667,1.43225400253508e-06,biotic,biotic
2973,0.408163265306122,0.552169857673616,0.0190830812194554,1.176757149,1.41446869677778,0.0118292284444444,1.3603736721129e-06,biotic,biotic
2976,0.408163265306122,0.553259672181557,0.0223411682569234,1.17884756877778,1.41175669333333,0.0118484335555556,2.40213504570321e-07,biotic,biotic
2977,0.408163265306122,0.552169857673616,0.0176867582033977,1.17738802522222,1.4149528,0.0118338366666667,1.30811414299782e-06,biotic,biotic
2978,0.408163265306122,0.552533512715665,0.0209448452408657,1.17919271633333,1.41121069577778,0.0118524203333333,1.4532903281124e-07,biotic,biotic
2983,0.408163265306122,0.553259672181557,0.0209448452408657,1.17860544077778,1.41125876011111,0.0118489591111111,1.98781985546295e-07,biotic,biotic
2984,0.489795918367347,0.550345812791181,0.0186176402141029,1.17924927477778,1.41174144311111,0.0118552973333333,1.69883298178491e-06,biotic,biotic
2986,0.408163265306122,0.552533512715665,0.0181521992087503,1.17668053955556,1.41418745366667,0.0118301052222222,1.32826745968004e-06,biotic,biotic
2987,0.408163265306122,0.552896784080831,0.0200139632301606,1.17669532466667,1.41431463522222,0.0118298008888889,1.38245214906152e-06,biotic,biotic
2988,0.408163265306122,0.552896784080831,0.0186176402141029,1.17932923933333,1.41446086677778,0.0118558083333333,3.16800059623963e-07,biotic,biotic
2990,0.408163265306122,0.553622177429102,0.0190830812194554,1.17951117788889,1.41458476155556,0.0118571137777778,2.99550079285522e-07,biotic,biotic
2992,0.408163265306122,0.553622177429102,0.0214102862462183,1.17877439555556,1.41163492077778,0.0118494665555556,3.98417111134269e-07,biotic,biotic
2993,0.408163265306122,0.552896784080831,0.019548522224808,1.17682259888889,1.41454808,0.0118293345555556,1.09164452903751e-06,biotic,biotic
2995,0.408163265306122,0.552896784080831,0.0200139632301606,1.17912426766667,1.41141257277778,0.011852938,2.65752129708307e-07,biotic,biotic
2996,0.408163265306122,0.552533512715665,0.0181521992087503,1.17885379933333,1.41183122755556,0.0118498012222222,3.20261394974716e-07,biotic,biotic
2998,0.346938775510204,0.555428975180965,0.0204794042355132,1.18044714444444,1.41221649922222,0.0118666922222222,2.33218063194074e-06,biotic,abiotic
3001,0.408163265306122,0.553622177429102,0.0186176402141029,1.17686168944444,1.41469138555556,0.0118304912222222,1.27977449185409e-06,biotic,biotic
3231,0.346938775510204,0.555068378071516,0.0204794042355132,1.17996304933333,1.414867835,0.0118602631111111,3.23617830164034e-07,abiotic,abiotic
3241,0.346938775510204,0.553984300233548,0.0158249941819874,1.17883282988889,1.41134105988889,0.011852008,2.24610279768698e-07,abiotic,abiotic
3242,0.346938775510204,0.5543460410038,0.022806609262276,1.178482754,1.41141519644444,0.0118485797777778,3.3360871957693e-07,abiotic,abiotic
3250,0.346938775510204,0.553984300233548,0.022806609262276,1.17843632311111,1.41150900711111,0.0118482067777778,2.21610456532141e-07,abiotic,abiotic
3253,0.346938775510204,0.554707400147599,0.0190830812194554,1.17978065222222,1.41538328066667,0.0118602278888889,3.16128314313958e-07,abiotic,abiotic
3255,0.346938775510204,0.553984300233548,0.0200139632301606,1.177058279,1.416339101,0.0118273685555556,1.73700063167636e-06,abiotic,abiotic
3256,0.346938775510204,0.5543460410038,0.0204794042355132,1.17709573977778,1.41635570444444,0.0118273745555556,1.9596767448853e-06,abiotic,abiotic
3259,0.346938775510204,0.555068378071516,0.0200139632301606,1.17940076422222,1.41267137233333,0.0118516535555556,3.1366622387488e-07,abiotic,abiotic
3260,0.346938775510204,0.555068378071516,0.0190830812194554,1.17836578144444,1.41127155488889,0.0118485756666667,2.98766398899141e-07,abiotic,abiotic
3263,0.346938775510204,0.555068378071516,0.019548522224808,1.17911943144444,1.41260325333333,0.0118489301111111,2.58608187118066e-07,abiotic,abiotic
3265,0.346938775510204,0.555428975180965,0.0223411682569234,1.180297011,1.41613364,0.0118606845555556,3.23479176729277e-07,abiotic,abiotic
3269,0.346938775510204,0.553984300233548,0.0181521992087503,1.17690607211111,1.41588041311111,0.0118270945555556,1.84458618514954e-06,abiotic,abiotic
3272,0.387755102040816,0.553259672181557,0.0242029322783337,1.17954077188889,1.41261494555556,0.0118538674444444,1.50456455494606e-06,abiotic,abiotic
3274,0.346938775510204,0.554707400147599,0.0269955783104492,1.17901672188889,1.41231594622222,0.0118488913333333,3.82507225785095e-07,abiotic,abiotic
4922,0.408163265306122,0.557942525955338,0.0148941121712823,1.17963897611111,1.41574515011111,0.0118419486666667,6.60953688073165e-07,abiotic,abiotic
4924,0.346938775510204,0.552533512715665,0.0223411682569234,1.18031365188889,1.41276696944444,0.0118511284444444,2.73493601387701e-07,abiotic,abiotic
4925,0.408163265306122,0.557226262620073,0.0144286711659297,1.17931653022222,1.41541795588889,0.0118427181111111,5.81760498639747e-07,abiotic,abiotic
4929,0.408163265306122,0.556508485659345,0.0158249941819874,1.17936389255556,1.41545632433333,0.0118392631111111,4.45961726060829e-07,abiotic,abiotic
4932,0.408163265306122,0.556508485659345,0.0158249941819874,1.17966622066667,1.41567463488889,0.0118390073333333,8.76384333497427e-07,abiotic,abiotic
4933,0.408163265306122,0.552896784080831,0.0209448452408657,1.18102655433333,1.41352608544444,0.0118519475555556,6.33765926821774e-07,abiotic,abiotic
4934,0.408163265306122,0.553259672181557,0.0209448452408657,1.18121104733333,1.41366363155556,0.0118528691111111,5.99018781007838e-07,abiotic,abiotic
4935,0.408163265306122,0.55107658634389,0.0251338142890389,1.17885846977778,1.41610633088889,0.0118344165555556,1.57609415257412e-06,abiotic,abiotic
4936,0.408163265306122,0.55107658634389,0.0218757272515709,1.17857367311111,1.41586797422222,0.0118304754444444,1.76118168978797e-06,abiotic,abiotic
4937,0.408163265306122,0.552533512715665,0.0181521992087503,1.18100136622222,1.41294392344444,0.0118542143333333,5.45625812968996e-07,abiotic,abiotic
4940,0.408163265306122,0.557226262620073,0.0153595531766349,1.18018598055556,1.415577537,0.0118445997777778,3.68930887836792e-07,abiotic,abiotic
4942,0.408163265306122,0.553259672181557,0.0204794042355132,1.18192361044444,1.41636637477778,0.0118616865555556,3.61890867527691e-07,abiotic,abiotic
4946,0.408163265306122,0.551805818541053,0.0204794042355132,1.17888156644444,1.41609034555556,0.011830233,1.80867180396153e-06,abiotic,abiotic
4947,0.408163265306122,0.556149028572344,0.0139632301605771,1.17978800777778,1.415644888,0.0118388663333333,9.75225842789338e-07,abiotic,abiotic
4949,0.408163265306122,0.552533512715665,0.0218757272515709,1.18114938433333,1.41263792988889,0.0118587756666667,1.18181633983919e-06,abiotic,abiotic
4950,0.408163265306122,0.553259672181557,0.0204794042355132,1.18072147777778,1.41255230433333,0.0118541057777778,4.70899523371334e-07,abiotic,abiotic
4952,0.408163265306122,0.552896784080831,0.0214102862462183,1.18152909077778,1.41585804177778,0.0118621551111111,2.39305766750044e-07,abiotic,abiotic
4953,0.408163265306122,0.551805818541053,0.0237374912729812,1.17908610566667,1.41627548222222,0.0118310998888889,1.69777221675918e-06,abiotic,abiotic
4954,0.408163265306122,0.552169857673616,0.022806609262276,1.17997012911111,1.41709229222222,0.0118345554444444,1.4815686787997e-06,abiotic,abiotic
4958,0.408163265306122,0.552169857673616,0.0237374912729812,1.18197183055556,1.41327008244444,0.0118596918888889,1.1904608118055e-06,abiotic,abiotic
4959,0.408163265306122,0.556867563542026,0.0153595531766349,1.17990779555556,1.41505156988889,0.0118450831111111,5.51673086568754e-07,abiotic,abiotic
4960,0.408163265306122,0.552169857673616,0.0214102862462183,1.178491189,1.41566178144444,0.0118310225555556,1.85877135346035e-06,abiotic,abiotic
4961,0.408163265306122,0.551805818541053,0.0232720502676286,1.17916153688889,1.41625931388889,0.011831174,1.50285515307051e-06,abiotic,abiotic
4962,0.408163265306122,0.557226262620073,0.0148941121712823,1.17971238122222,1.41514702433333,0.0118433733333333,9.03863897079591e-07,abiotic,abiotic
4964,0.408163265306122,0.552169857673616,0.0190830812194554,1.17965730933333,1.41681361866667,0.0118306327777778,1.50028059412606e-06,abiotic,abiotic
4965,0.408163265306122,0.552533512715665,0.0190830812194554,1.18153236788889,1.41576159911111,0.0118612943333333,4.3672019392016e-07,abiotic,abiotic
4966,0.408163265306122,0.552533512715665,0.019548522224808,1.18052460188889,1.41268464255556,0.011851513,4.73182311588249e-07,abiotic,abiotic
4968,0.408163265306122,0.556508485659345,0.0144286711659297,1.17934500588889,1.41502980411111,0.0118393315555556,1.01877561317518e-06,abiotic,abiotic
4969,0.408163265306122,0.556508485659345,0.0139632301605771,1.179356536,1.415039285,0.011839326,1.1383148485566e-06,abiotic,abiotic
4970,0.408163265306122,0.556149028572344,0.0158249941819874,1.17935355411111,1.41495407222222,0.0118390401111111,6.74529650942202e-07,abiotic,abiotic
4973,0.408163265306122,0.551441394903152,0.0204794042355132,1.17953166711111,1.41635349622222,0.0118350212222222,1.64532808278438e-06,abiotic,abiotic
5756,0.387755102040816,0.558657278840044,0.01629043518734,1.17861261755556,1.41484138022222,0.0118264034444444,1.02059097803416e-06,abiotic,abiotic
5757,0.387755102040816,0.558657278840044,0.0158249941819874,1.17854410622222,1.41470992333333,0.0118265496666667,1.05864040164734e-06,abiotic,abiotic
5758,0.346938775510204,0.554065166458226,0.0204841713221601,1.17979011844444,1.41285550966667,0.011830276,2.8366519780254e-07,abiotic,abiotic
5759,0.346938775510204,0.554788301400031,0.0167597765363128,1.18003179366667,1.40975646688889,0.0118321586666667,6.31251336632346e-07,abiotic,abiotic
5761,0.387755102040816,0.55830009100628,0.0181521992087503,1.17938099477778,1.41560038511111,0.0118270991111111,1.06607040626389e-06,abiotic,abiotic
5763,0.387755102040816,0.557942525955338,0.0172213171980451,1.17939022266667,1.41547634722222,0.011826921,8.41177002776637e-07,abiotic,abiotic
5764,0.387755102040816,0.55830009100628,0.0172213171980451,1.179479072,1.41534345633333,0.011828419,9.83781606862014e-07,abiotic,abiotic
5766,0.387755102040816,0.55830009100628,0.0158249941819874,1.17863767288889,1.41473807855556,0.0118289422222222,9.32493625238919e-07,abiotic,abiotic
5768,0.346938775510204,0.552896784080831,0.0172213171980451,1.17887428577778,1.41220398344444,0.0118299213333333,3.69085619395202e-07,abiotic,abiotic
5769,0.346938775510204,0.553984300233548,0.0158249941819874,1.17903872988889,1.41237648777778,0.0118313392222222,5.05823091604306e-07,abiotic,abiotic
5770,0.346938775510204,0.554707400147599,0.0181521992087503,1.17930167922222,1.40902615544444,0.011833779,6.35363303770152e-07,abiotic,abiotic
5771,0.346938775510204,0.553259672181557,0.0176867582033977,1.179824929,1.41231453088889,0.0118385506666667,7.00238491118871e-07,abiotic,abiotic
5774,0.387755102040816,0.55830009100628,0.0186176402141029,1.178957821,1.41484276911111,0.0118299571111111,1.29054485694132e-06,abiotic,abiotic
5776,0.387755102040816,0.558657278840044,0.0172213171980451,1.17889752122222,1.41474264488889,0.0118294297777778,1.57317940631251e-06,abiotic,abiotic
5779,0.387755102040816,0.55830009100628,0.01629043518734,1.17888282766667,1.415066608,0.0118301261111111,1.01747321832075e-06,abiotic,abiotic
5780,0.346938775510204,0.553622177429102,0.0158249941819874,1.17905532722222,1.41218870511111,0.0118315905555556,2.25778652666669e-07,abiotic,abiotic
5784,0.346938775510204,0.553259672181557,0.019548522224808,1.17887155666667,1.41391290711111,0.0118292505555556,5.64421828068234e-07,abiotic,abiotic
5878,0.428571428571429,0.557942525955338,0.0204794042355132,1.18081013455556,1.41759674988889,0.0118492602222222,6.46360580481477e-07,abiotic,abiotic
5879,0.428571428571429,0.557226262620073,0.0181521992087503,1.18069181977778,1.418035952,0.011846903,2.67827732777138e-07,abiotic,biotic
5880,0.428571428571429,0.561147064557622,0.0176867582033977,1.17947767911111,1.41601443422222,0.0118339087777778,3.2477222787655e-07,abiotic,abiotic
5881,0.428571428571429,0.557226262620073,0.0181521992087503,1.17992100933333,1.41017324344444,0.0118380838888889,1.40180500704537e-06,biotic,biotic
5882,0.428571428571429,0.557226262620073,0.0186176402141029,1.17998541244444,1.41708770522222,0.0118385328888889,4.47631575939585e-07,biotic,biotic
5884,0.428571428571429,0.558657278840044,0.0176867582033977,1.17937091955556,1.41428504977778,0.0118324461111111,4.73045980851865e-07,biotic,abiotic
5886,0.428571428571429,0.560437573504735,0.01629043518734,1.17951025944444,1.41641906977778,0.0118331802222222,9.25104468575202e-07,abiotic,abiotic
5887,0.428571428571429,0.559370524431188,0.0209448452408657,1.17826794311111,1.41573018955556,0.011821006,1.3994034542538e-06,biotic,biotic
5889,0.428571428571429,0.559370524431188,0.0200139632301606,1.17892002788889,1.41634198477778,0.0118263582222222,3.94388908453117e-07,biotic,abiotic
5892,0.408163265306122,0.556797493475074,0.0195849848449522,1.178478761,1.416637393,0.0118278446666667,6.87932772878262e-07,biotic,abiotic
5893,0.428571428571429,0.555789191880205,0.0279264603211543,1.17822884411111,1.41681992066667,0.0118240588888889,1.76053139073893e-06,biotic,biotic
5894,0.428571428571429,0.560437573504735,0.019548522224808,1.17848470933333,1.41004391033333,0.0118258765555556,2.21001195949505e-06,biotic,abiotic
5895,0.428571428571429,0.557942525955338,0.0269955783104492,1.17998289666667,1.41721908166667,0.0118403471111111,2.52276358604991e-07,abiotic,biotic
5896,0.428571428571429,0.557584583292035,0.0237374912729812,1.18094096522222,1.410268576,0.011849075,6.10067414308084e-07,abiotic,abiotic
5897,0.428571428571429,0.557584583292035,0.0190830812194554,1.17967297022222,1.41432827855556,0.0118361825555556,3.75137567359226e-07,biotic,biotic
5901,0.428571428571429,0.557226262620073,0.0190830812194554,1.17916892077778,1.41734951755556,0.0118296647777778,2.5406200030701e-07,biotic,biotic
5902,0.428571428571429,0.557584583292035,0.0181521992087503,1.18115706977778,1.417132049,0.0118493223333333,2.96630428498461e-07,abiotic,abiotic
5903,0.428571428571429,0.560437573504735,0.01629043518734,1.17937691133333,1.41632915666667,0.0118309318888889,5.7628583282169e-07,abiotic,abiotic
5908,0.428571428571429,0.556867563542026,0.0218757272515709,1.18001008377778,1.41795236677778,0.0118328245555556,4.08576186286088e-07,biotic,biotic
5911,0.428571428571429,0.555428975180965,0.029322783337212,1.17899385455556,1.41703394322222,0.0118219484444444,5.80883379001135e-07,biotic,biotic
5912,0.428571428571429,0.557584583292035,0.0176867582033977,1.18086873344444,1.41783406655556,0.011840349,2.60207022281516e-07,biotic,abiotic
5913,0.428571428571429,0.560082265868008,0.0172213171980451,1.17964533511111,1.41433961866667,0.0118278018888889,1.04233801032958e-06,biotic,abiotic
5914,0.428571428571429,0.55830009100628,0.0214102862462183,1.18032412822222,1.41785062322222,0.0118354463333333,2.08524645492041e-07,abiotic,abiotic
5916,0.428571428571429,0.558657278840044,0.0204794042355132,1.18056287088889,1.41031158811111,0.011837431,1.20169765332236e-06,biotic,abiotic
5918,0.428571428571429,0.555789191880205,0.0204794042355132,1.17899365022222,1.41727433666667,0.0118223252222222,1.65583792987101e-06,biotic,biotic
5919,0.428571428571429,0.558657278840044,0.0158249941819874,1.18084218388889,1.41746201055556,0.0118397393333333,4.06619430316684e-07,abiotic,abiotic
5920,0.428571428571429,0.557584583292035,0.0274610193158017,1.18035901933333,1.41796227555556,0.0118348656666667,2.89611281624919e-07,biotic,biotic
5924,0.428571428571429,0.557584583292035,0.0232720502676286,1.17895596966667,1.41666268011111,0.0118264157777778,6.42239830592989e-07,abiotic,biotic
5926,0.428571428571429,0.557942525955338,0.0265301373050966,1.17853372488889,1.41615527244444,0.0118206414444444,1.79256890461105e-06,biotic,biotic
5927,0.428571428571429,0.559726582973377,0.0223411682569234,1.18050263144444,1.41017292488889,0.0118402074444444,1.31912064564887e-06,abiotic,biotic
5928,0.428571428571429,0.560082265868008,0.0274610193158017,1.17893930455556,1.41614265511111,0.0118239117777778,1.24763751190432e-06,abiotic,biotic
5929,0.428571428571429,0.557584583292035,0.0200139632301606,1.17941363433333,1.41745973877778,0.0118286313333333,3.34080828542952e-07,biotic,biotic
5930,0.428571428571429,0.558657278840044,0.0269955783104492,1.18067454588889,1.41744971055556,0.011840433,2.29844935651219e-07,abiotic,abiotic
5931,0.428571428571429,0.560437573504735,0.0218757272515709,1.179839764,1.416415597,0.0118323913333333,5.84871353375997e-07,abiotic,abiotic
5934,0.428571428571429,0.560082265868008,0.0246683732836863,1.18035218122222,1.410058273,0.0118375825555556,1.19126823175998e-06,abiotic,abiotic
5937,0.489795918367347,0.553340502946377,0.021415270018622,1.17862188333333,1.41694641322222,0.0118217704444444,2.80884762847347e-07,abiotic,biotic
5938,0.428571428571429,0.557942525955338,0.0251338142890389,1.17987443844444,1.41741138188889,0.0118334278888889,2.74600062717616e-07,biotic,abiotic
5939,0.428571428571429,0.55830009100628,0.0288573423318594,1.18066819922222,1.41710369911111,0.0118410731111111,3.73698444976305e-07,biotic,abiotic
5941,0.428571428571429,0.559370524431188,0.0204794042355132,1.18054389433333,1.41680177044444,0.0118403642222222,2.14908184529305e-07,abiotic,abiotic
5942,0.428571428571429,0.560437573504735,0.01629043518734,1.17975019188889,1.41622868766667,0.0118323308888889,7.15642194116501e-07,abiotic,abiotic
5944,0.428571428571429,0.556867563542026,0.0265301373050966,1.180432054,1.41747247988889,0.0118390018888889,3.15938197191016e-07,biotic,biotic
5945,0.428571428571429,0.558657278840044,0.0209448452408657,1.18053812766667,1.41771103288889,0.0118401782222222,2.08260053779031e-07,abiotic,abiotic
5946,0.428571428571429,0.559370524431188,0.0186176402141029,1.18025185288889,1.414220244,0.011837375,3.9872891793829e-07,abiotic,abiotic
5947,0.428571428571429,0.559370524431188,0.0176867582033977,1.180389595,1.41432505855556,0.0118386061111111,1.70256261101951e-07,abiotic,abiotic
5948,0.428571428571429,0.557942525955338,0.0186176402141029,1.18052301011111,1.41006435588889,0.0118401274444444,1.00809202346671e-06,biotic,abiotic
5949,0.428571428571429,0.557942525955338,0.0251338142890389,1.18093730155556,1.41754019733333,0.0118441768888889,4.65438264196171e-07,abiotic,abiotic
5951,0.428571428571429,0.557942525955338,0.0214102862462183,1.18007321133333,1.41756425922222,0.0118357643333333,3.38342282312268e-07,abiotic,biotic
5952,0.428571428571429,0.560437573504735,0.0176867582033977,1.17983425777778,1.41666257988889,0.0118332493333333,4.6410544180262e-07,abiotic,abiotic
5953,0.428571428571429,0.561147064557622,0.0176867582033977,1.17950990733333,1.41004273355556,0.0118304444444444,1.81262709899172e-06,abiotic,biotic
5954,0.428571428571429,0.558657278840044,0.0186176402141029,1.17880261522222,1.41627898166667,0.0118236438888889,1.15980944316065e-06,biotic,biotic
5956,0.428571428571429,0.557942525955338,0.0200139632301606,1.18016189577778,1.41787788,0.0118367037777778,4.9073918168854e-07,abiotic,abiotic
5959,0.428571428571429,0.557584583292035,0.022806609262276,1.17971639644444,1.41779973077778,0.0118320003333333,3.6085885206134e-07,biotic,biotic
5960,0.428571428571429,0.556867563542026,0.022806609262276,1.18074403566667,1.41809056355556,0.011841466,4.59387635880371e-07,biotic,abiotic
5961,0.428571428571429,0.557226262620073,0.0186176402141029,1.18038992844444,1.41742577211111,0.0118377627777778,4.18659169253198e-07,biotic,biotic
