Analysis,diff2_acf1,time_kl_shift,fluctanal_prop_r1,walker_propcross,avg_rR45CO244CO2,avg_rR46CO244CO2,sd_d18O13C,biotic,pred
2960,0.723942559711042,133,0.408163265306122,0.0204794042355132,1.17695598666667,1.41500216255556,0.00294709407855579,biotic,biotic
2961,0.734317482936473,133,0.408163265306122,0.0204794042355132,1.17887469811111,1.41099284733333,0.00317916628608444,biotic,biotic
2962,0.709178032312145,133,0.469387755102041,0.022806609262276,1.18001923222222,1.41185914233333,0.00983973832132181,biotic,biotic
2963,0.73486654454544,133,0.408163265306122,0.0246683732836863,1.178937144,1.41103165833333,0.0027731752379434,biotic,biotic
2965,0.724102624375132,133,0.408163265306122,0.0190830812194554,1.17691026244444,1.41445804344444,0.00300630259428243,biotic,biotic
2966,0.702315074583893,133,0.489795918367347,0.0186176402141029,1.17990736622222,1.412252579,0.00784079793026922,biotic,biotic
2968,0.737471572424029,133,0.408163265306122,0.0209448452408657,1.17962835066667,1.41443000088889,0.00416826624069211,biotic,biotic
2970,0.721650577790355,133,0.408163265306122,0.0190830812194554,1.17719942155556,1.41518792155556,0.00342020771772899,biotic,biotic
2973,0.724197533467077,133,0.408163265306122,0.0190830812194554,1.176757149,1.41446869677778,0.0025653658951975,biotic,biotic
2976,0.731959114273137,133,0.408163265306122,0.0223411682569234,1.17884756877778,1.41175669333333,0.00272420248836826,biotic,biotic
2977,0.723783479537742,133,0.408163265306122,0.0176867582033977,1.17738802522222,1.4149528,0.0021886709221872,biotic,biotic
2978,0.734035279777119,133,0.408163265306122,0.0209448452408657,1.17919271633333,1.41121069577778,0.00363727473022105,biotic,biotic
2983,0.73184570009205,4038,0.408163265306122,0.0209448452408657,1.17860544077778,1.41125876011111,0.00320350516018407,biotic,biotic
2984,0.696022853114239,4038,0.489795918367347,0.0186176402141029,1.17924927477778,1.41174144311111,0.00676734659886604,biotic,biotic
2986,0.727765982158005,4038,0.408163265306122,0.0181521992087503,1.17668053955556,1.41418745366667,0.00440815324877648,biotic,biotic
2987,0.726269254717448,133,0.408163265306122,0.0200139632301606,1.17669532466667,1.41431463522222,0.00296667845579847,biotic,biotic
2988,0.732850522793103,133,0.408163265306122,0.0186176402141029,1.17932923933333,1.41446086677778,0.00251101721523627,biotic,biotic
2990,0.734575361336977,133,0.408163265306122,0.0190830812194554,1.17951117788889,1.41458476155556,0.00404298223419873,biotic,biotic
2992,0.731436160055935,133,0.408163265306122,0.0214102862462183,1.17877439555556,1.41163492077778,0.00313763630518926,biotic,biotic
2993,0.719217294094514,133,0.408163265306122,0.019548522224808,1.17682259888889,1.41454808,0.00402060592067009,biotic,biotic
2995,0.735594371840811,4038,0.408163265306122,0.0200139632301606,1.17912426766667,1.41141257277778,0.00429856397302862,biotic,biotic
2996,0.734123150665073,133,0.408163265306122,0.0181521992087503,1.17885379933333,1.41183122755556,0.00366895909271947,biotic,biotic
2998,0.753710623560141,133,0.346938775510204,0.0204794042355132,1.18044714444444,1.41221649922222,0.0102724238585687,biotic,abiotic
3001,0.729727337990705,4038,0.408163265306122,0.0186176402141029,1.17686168944444,1.41469138555556,0.00232315873361206,biotic,biotic
3231,0.735480815023568,133,0.346938775510204,0.0204794042355132,1.17996304933333,1.414867835,0.0033959946026644,abiotic,abiotic
3241,0.732502771992135,133,0.346938775510204,0.0158249941819874,1.17883282988889,1.41134105988889,0.00483578164373843,abiotic,abiotic
3242,0.729205564674951,133,0.346938775510204,0.022806609262276,1.178482754,1.41141519644444,0.00204665498627708,abiotic,abiotic
3250,0.7277659492201,133,0.346938775510204,0.022806609262276,1.17843632311111,1.41150900711111,0.00315568838852839,abiotic,abiotic
3253,0.727613553599399,4038,0.346938775510204,0.0190830812194554,1.17978065222222,1.41538328066667,0.00335757739611933,abiotic,abiotic
3255,0.71568661619307,4038,0.346938775510204,0.0200139632301606,1.177058279,1.416339101,0.00224541345969162,abiotic,abiotic
3256,0.714445337765199,4038,0.346938775510204,0.0204794042355132,1.17709573977778,1.41635570444444,0.00229237904036168,abiotic,abiotic
3259,0.727037342236797,4038,0.346938775510204,0.0200139632301606,1.17940076422222,1.41267137233333,0.00524086552003365,abiotic,abiotic
3260,0.726425644239322,4038,0.346938775510204,0.0190830812194554,1.17836578144444,1.41127155488889,0.00332740300262244,abiotic,abiotic
3263,0.725571054454589,133,0.346938775510204,0.019548522224808,1.17911943144444,1.41260325333333,0.00297186485479248,abiotic,abiotic
3265,0.730148006046672,133,0.346938775510204,0.0223411682569234,1.180297011,1.41613364,0.0027591847356555,abiotic,abiotic
3269,0.713697328838022,4038,0.346938775510204,0.0181521992087503,1.17690607211111,1.41588041311111,0.00263202668305171,abiotic,abiotic
3272,0.708127014878273,133,0.387755102040816,0.0242029322783337,1.17954077188889,1.41261494555556,0.00580843608282532,abiotic,abiotic
3274,0.724687714605082,4038,0.346938775510204,0.0269955783104492,1.17901672188889,1.41231594622222,0.00418005926152116,abiotic,abiotic
4922,0.798245059490677,323,0.408163265306122,0.0148941121712823,1.17963897611111,1.41574515011111,0.00250811014041982,abiotic,abiotic
4924,0.725236705713969,799,0.346938775510204,0.0223411682569234,1.18031365188889,1.41276696944444,0.00407273156523469,abiotic,abiotic
4925,0.799973592127928,323,0.408163265306122,0.0144286711659297,1.17931653022222,1.41541795588889,0.00233849672959244,abiotic,abiotic
4929,0.793663650563155,323,0.408163265306122,0.0158249941819874,1.17936389255556,1.41545632433333,0.00625956362675919,abiotic,abiotic
4932,0.794589827562086,323,0.408163265306122,0.0158249941819874,1.17966622066667,1.41567463488889,0.00406454482683505,abiotic,abiotic
4933,0.731087453785856,323,0.408163265306122,0.0209448452408657,1.18102655433333,1.41352608544444,0.00302433566296319,abiotic,abiotic
4934,0.732056761860284,323,0.408163265306122,0.0209448452408657,1.18121104733333,1.41366363155556,0.00344652528072581,abiotic,abiotic
4935,0.714103169511131,323,0.408163265306122,0.0251338142890389,1.17885846977778,1.41610633088889,0.00324940351607337,abiotic,abiotic
4936,0.713640316602769,799,0.408163265306122,0.0218757272515709,1.17857367311111,1.41586797422222,0.00372026441070696,abiotic,abiotic
4937,0.729977800954052,323,0.408163265306122,0.0181521992087503,1.18100136622222,1.41294392344444,0.00337789301130158,abiotic,abiotic
4940,0.801223335441453,323,0.408163265306122,0.0153595531766349,1.18018598055556,1.415577537,0.0030793409712057,abiotic,abiotic
4942,0.731896970229732,323,0.408163265306122,0.0204794042355132,1.18192361044444,1.41636637477778,0.00371446902076685,abiotic,abiotic
4946,0.712993259796573,323,0.408163265306122,0.0204794042355132,1.17888156644444,1.41609034555556,0.00338810951287255,abiotic,abiotic
4947,0.797016185541713,133,0.408163265306122,0.0139632301605771,1.17978800777778,1.415644888,0.00393544658121488,abiotic,abiotic
4949,0.7228893338931,133,0.408163265306122,0.0218757272515709,1.18114938433333,1.41263792988889,0.00663042861653956,abiotic,biotic
4950,0.730580854212807,323,0.408163265306122,0.0204794042355132,1.18072147777778,1.41255230433333,0.00433200676952124,abiotic,abiotic
4952,0.733094504744601,799,0.408163265306122,0.0214102862462183,1.18152909077778,1.41585804177778,0.00235047776911822,abiotic,abiotic
4953,0.71414158356222,323,0.408163265306122,0.0237374912729812,1.17908610566667,1.41627548222222,0.00490433789441235,abiotic,abiotic
4954,0.715023234480512,323,0.408163265306122,0.022806609262276,1.17997012911111,1.41709229222222,0.00366924824694304,abiotic,abiotic
4958,0.720937265058513,799,0.408163265306122,0.0237374912729812,1.18197183055556,1.41327008244444,0.00618227528208098,abiotic,abiotic
4959,0.79963923965018,323,0.408163265306122,0.0153595531766349,1.17990779555556,1.41505156988889,0.00341360754386295,abiotic,abiotic
4960,0.713406198239192,799,0.408163265306122,0.0214102862462183,1.178491189,1.41566178144444,0.0034563652733477,abiotic,abiotic
4961,0.712794635835803,323,0.408163265306122,0.0232720502676286,1.17916153688889,1.41625931388889,0.00380010856382725,abiotic,abiotic
4962,0.799141145346459,323,0.408163265306122,0.0148941121712823,1.17971238122222,1.41514702433333,0.00236011995315557,abiotic,abiotic
4964,0.714148168447758,799,0.408163265306122,0.0190830812194554,1.17965730933333,1.41681361866667,0.00312591124107473,abiotic,abiotic
4965,0.730662294816579,323,0.408163265306122,0.0190830812194554,1.18153236788889,1.41576159911111,0.0040793428080396,abiotic,abiotic
4966,0.729537944851621,323,0.408163265306122,0.019548522224808,1.18052460188889,1.41268464255556,0.00168711500494116,abiotic,abiotic
4968,0.796287538835899,323,0.408163265306122,0.0144286711659297,1.17934500588889,1.41502980411111,0.0029124394264404,abiotic,abiotic
4969,0.796491687028195,323,0.408163265306122,0.0139632301605771,1.179356536,1.415039285,0.00332024217499078,abiotic,abiotic
4970,0.793669659881973,323,0.408163265306122,0.0158249941819874,1.17935355411111,1.41495407222222,0.0026468574632798,abiotic,abiotic
4973,0.710437171369847,799,0.408163265306122,0.0204794042355132,1.17953166711111,1.41635349622222,0.00280165978273193,abiotic,abiotic
5756,0.807038237325772,133,0.387755102040816,0.01629043518734,1.17861261755556,1.41484138022222,0.00131022151719468,abiotic,abiotic
5757,0.806726435622573,133,0.387755102040816,0.0158249941819874,1.17854410622222,1.41470992333333,0.0021637761707844,abiotic,abiotic
5758,0.793004182638113,323,0.346938775510204,0.0204841713221601,1.17979011844444,1.41285550966667,0.00481952554357112,abiotic,abiotic
5759,0.792792763456758,323,0.346938775510204,0.0167597765363128,1.18003179366667,1.40975646688889,0.00572058554588929,abiotic,abiotic
5761,0.809123746596951,133,0.387755102040816,0.0181521992087503,1.17938099477778,1.41560038511111,0.00198730201007412,abiotic,abiotic
5763,0.805384168298495,133,0.387755102040816,0.0172213171980451,1.17939022266667,1.41547634722222,0.00296929183394522,abiotic,abiotic
5764,0.810040535708663,133,0.387755102040816,0.0172213171980451,1.179479072,1.41534345633333,0.00364983168475445,abiotic,abiotic
5766,0.805399313209766,133,0.387755102040816,0.0158249941819874,1.17863767288889,1.41473807855556,0.00147006413440155,abiotic,abiotic
5768,0.791871622473288,323,0.346938775510204,0.0172213171980451,1.17887428577778,1.41220398344444,0.00361186005812553,abiotic,abiotic
5769,0.79805803603681,133,0.346938775510204,0.0158249941819874,1.17903872988889,1.41237648777778,0.00432747231520347,abiotic,abiotic
5770,0.795263707444145,133,0.346938775510204,0.0181521992087503,1.17930167922222,1.40902615544444,0.00426652325910541,abiotic,abiotic
5771,0.788107208107319,323,0.346938775510204,0.0176867582033977,1.179824929,1.41231453088889,0.00344108490710519,abiotic,abiotic
5774,0.815073407210903,133,0.387755102040816,0.0186176402141029,1.178957821,1.41484276911111,0.00233011544964488,abiotic,abiotic
5776,0.810029457740335,133,0.387755102040816,0.0172213171980451,1.17889752122222,1.41474264488889,0.00268271053418036,abiotic,abiotic
5779,0.813560221393764,133,0.387755102040816,0.01629043518734,1.17888282766667,1.415066608,0.000917480596466313,abiotic,abiotic
5780,0.797052010507505,133,0.346938775510204,0.0158249941819874,1.17905532722222,1.41218870511111,0.00233027549141655,abiotic,abiotic
5784,0.792556041949981,133,0.346938775510204,0.019548522224808,1.17887155666667,1.41391290711111,0.00424922273906262,abiotic,abiotic
5878,0.746694931251676,133,0.428571428571429,0.0204794042355132,1.18081013455556,1.41759674988889,0.00254129781280808,abiotic,abiotic
5879,0.744905300083235,133,0.428571428571429,0.0181521992087503,1.18069181977778,1.418035952,0.00194909947672888,abiotic,biotic
5880,0.799789209002866,133,0.428571428571429,0.0176867582033977,1.17947767911111,1.41601443422222,0.00300597099237147,abiotic,abiotic
5881,0.749471761696323,133,0.428571428571429,0.0181521992087503,1.17992100933333,1.41017324344444,0.00581627660465309,biotic,biotic
5882,0.744816136886723,133,0.428571428571429,0.0186176402141029,1.17998541244444,1.41708770522222,0.00627651656635211,biotic,biotic
5884,0.776625971735554,133,0.428571428571429,0.0176867582033977,1.17937091955556,1.41428504977778,0.00327219292234365,biotic,biotic
5886,0.796358331438,133,0.428571428571429,0.01629043518734,1.17951025944444,1.41641906977778,0.00213207134660055,abiotic,abiotic
5887,0.777548236389526,133,0.428571428571429,0.0209448452408657,1.17826794311111,1.41573018955556,0.00258692843382712,biotic,biotic
5889,0.769181737538099,133,0.428571428571429,0.0200139632301606,1.17892002788889,1.41634198477778,0.00223304906541083,biotic,biotic
5892,0.763405325684389,133,0.408163265306122,0.0195849848449522,1.178478761,1.416637393,0.0032075650761161,biotic,biotic
5893,0.720621420099923,133,0.428571428571429,0.0279264603211543,1.17822884411111,1.41681992066667,0.00350132308211958,biotic,biotic
5894,0.792016694027251,133,0.428571428571429,0.019548522224808,1.17848470933333,1.41004391033333,0.00778971819665317,biotic,abiotic
5895,0.756016746057503,133,0.428571428571429,0.0269955783104492,1.17998289666667,1.41721908166667,0.00243599665048355,abiotic,biotic
5896,0.749613266163356,133,0.428571428571429,0.0237374912729812,1.18094096522222,1.410268576,0.00567357892967759,abiotic,abiotic
5897,0.753172581854289,133,0.428571428571429,0.0190830812194554,1.17967297022222,1.41432827855556,0.00322312902610382,biotic,biotic
5901,0.742662874056824,133,0.428571428571429,0.0190830812194554,1.17916892077778,1.41734951755556,0.00300918114054177,biotic,biotic
5902,0.747788334888189,133,0.428571428571429,0.0181521992087503,1.18115706977778,1.417132049,0.00233011669155043,abiotic,abiotic
5903,0.799556021816414,133,0.428571428571429,0.01629043518734,1.17937691133333,1.41632915666667,0.00277702538654856,abiotic,abiotic
5908,0.734586338571455,133,0.428571428571429,0.0218757272515709,1.18001008377778,1.41795236677778,0.00403036698367196,biotic,biotic
5911,0.708788278814707,323,0.428571428571429,0.029322783337212,1.17899385455556,1.41703394322222,0.00344257158371947,biotic,abiotic
5912,0.741446946544499,133,0.428571428571429,0.0176867582033977,1.18086873344444,1.41783406655556,0.00377515999166874,biotic,abiotic
5913,0.813576108279029,133,0.428571428571429,0.0172213171980451,1.17964533511111,1.41433961866667,0.00193531547861514,biotic,abiotic
5914,0.758397871171577,133,0.428571428571429,0.0214102862462183,1.18032412822222,1.41785062322222,0.00140124283619159,abiotic,abiotic
5916,0.75044686927771,133,0.428571428571429,0.0204794042355132,1.18056287088889,1.41031158811111,0.00618993500037498,biotic,biotic
5918,0.711970783905236,133,0.428571428571429,0.0204794042355132,1.17899365022222,1.41727433666667,0.00358755288254274,biotic,biotic
5919,0.763409948361346,133,0.428571428571429,0.0158249941819874,1.18084218388889,1.41746201055556,0.00286082974870163,abiotic,abiotic
5920,0.737687491659672,323,0.428571428571429,0.0274610193158017,1.18035901933333,1.41796227555556,0.00217684040594265,biotic,biotic
5924,0.738612521140769,133,0.428571428571429,0.0232720502676286,1.17895596966667,1.41666268011111,0.00315824596288544,abiotic,biotic
5926,0.753264233707783,133,0.428571428571429,0.0265301373050966,1.17853372488889,1.41615527244444,0.00303504591133208,biotic,biotic
5927,0.764956258483099,133,0.428571428571429,0.0223411682569234,1.18050263144444,1.41017292488889,0.00601195230459297,abiotic,biotic
5928,0.786292460298526,133,0.428571428571429,0.0274610193158017,1.17893930455556,1.41614265511111,0.00242211215369214,abiotic,biotic
5929,0.741057416315839,133,0.428571428571429,0.0200139632301606,1.17941363433333,1.41745973877778,0.00330226422771761,biotic,biotic
5930,0.750145993951696,133,0.428571428571429,0.0269955783104492,1.18067454588889,1.41744971055556,0.00192485437290574,abiotic,abiotic
5931,0.795522640976985,133,0.428571428571429,0.0218757272515709,1.179839764,1.416415597,0.00133676493019788,abiotic,abiotic
5934,0.77155120770564,133,0.428571428571429,0.0246683732836863,1.18035218122222,1.410058273,0.00478886601835543,abiotic,biotic
5937,0.69345963325501,323,0.489795918367347,0.021415270018622,1.17862188333333,1.41694641322222,0.00345398292329394,abiotic,biotic
5938,0.735834171605572,323,0.428571428571429,0.0251338142890389,1.17987443844444,1.41741138188889,0.00321266820606013,biotic,biotic
5939,0.740521842916884,133,0.428571428571429,0.0288573423318594,1.18066819922222,1.41710369911111,0.00309158326116992,biotic,biotic
5941,0.761500572790754,133,0.428571428571429,0.0204794042355132,1.18054389433333,1.41680177044444,0.00278401015418508,abiotic,abiotic
5942,0.798258321598269,133,0.428571428571429,0.01629043518734,1.17975019188889,1.41622868766667,0.00193577733187867,abiotic,abiotic
5944,0.73189896057761,323,0.428571428571429,0.0265301373050966,1.180432054,1.41747247988889,0.00223849198702096,biotic,abiotic
5945,0.751130190856767,323,0.428571428571429,0.0209448452408657,1.18053812766667,1.41771103288889,0.00220192729314385,abiotic,abiotic
5946,0.770268929890127,133,0.428571428571429,0.0186176402141029,1.18025185288889,1.414220244,0.00283131213821541,abiotic,biotic
5947,0.759470034414202,133,0.428571428571429,0.0176867582033977,1.180389595,1.41432505855556,0.0023430197714066,abiotic,biotic
5948,0.74528606569978,323,0.428571428571429,0.0186176402141029,1.18052301011111,1.41006435588889,0.00503579464772156,biotic,abiotic
5949,0.74162888454968,133,0.428571428571429,0.0251338142890389,1.18093730155556,1.41754019733333,0.00523683324803212,abiotic,abiotic
5951,0.745716854600823,323,0.428571428571429,0.0214102862462183,1.18007321133333,1.41756425922222,0.00261958074211031,abiotic,biotic
5952,0.793326105990247,133,0.428571428571429,0.0176867582033977,1.17983425777778,1.41666257988889,0.00290986367124302,abiotic,abiotic
5953,0.80907418534399,133,0.428571428571429,0.0176867582033977,1.17950990733333,1.41004273355556,0.00546097851128708,abiotic,abiotic
5954,0.768591581214881,133,0.428571428571429,0.0186176402141029,1.17880261522222,1.41627898166667,0.00167454552350302,biotic,biotic
5956,0.747449822209012,323,0.428571428571429,0.0200139632301606,1.18016189577778,1.41787788,0.00334869178286622,abiotic,biotic
5959,0.737797069003226,133,0.428571428571429,0.022806609262276,1.17971639644444,1.41779973077778,0.00288809944779128,biotic,biotic
5960,0.73633672602508,323,0.428571428571429,0.022806609262276,1.18074403566667,1.41809056355556,0.00374584534048027,biotic,abiotic
5961,0.741819611943101,133,0.428571428571429,0.0186176402141029,1.18038992844444,1.41742577211111,0.00305725100110843,biotic,biotic
